Bin,Period1,Period2,stdev3_period1,stdev3_period2,Correlation_loth,Correlation_markhvida,Correlation_DuNing,Correlation_vitor,Correlation_markov,numerator_loth,numerator_markhvida,numerator_DuNing,numerator_vitor,numerator_markov
21.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.1973088896865265,0.38450210472702,0.581106941625984,0.29858901565323487,0.000806002073077915,0.06592344545053687,0.12846711350339743,0.1941553258348948,0.09976244211205289,0.0002692956905387721
22.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.18785421943485367,0.3789019098341476,0.5716074125819609,0.28803581803673245,0.0005741400113455067,0.0627645181483803,0.1265960161437235,0.19098141063150798,0.09623648264562677,0.00019182758455049337
23.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.17896016598713932,0.3735137220540112,0.5623332946134457,0.2780243536152542,0.00040897754936165365,0.05979290015272851,0.12479575309543711,0.18788280817639008,0.09289152322835029,0.00013664467530414727
24.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.17058036982563524,0.3683091936991994,0.5532702438358869,0.2685228488693915,0.00029132725916433043,0.05699310215063547,0.12305685303047142,0.18485472599266753,0.08971694791749106,9.733619558797616e-05
25.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.1626735978173056,0.3632650464181421,0.5444057158420219,0.25950145797394447,0.00020752134699000333,0.054351347620421084,0.1213715383512618,0.1818929728320434,0.08670278483782023,6.93355591826211e-05
26.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.15520308499241348,0.35836213638482,0.5357286959051407,0.2509321449371786,0.00014782382390194848,0.0518553529114055,0.11973341285856805,0.17899386853222699,0.08383966680281774,4.938984658406561e-05
27.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.14813596566538426,0.35358469353225974,0.5272294722423421,0.24278857295860518,0.00010529944620129589,0.049494137174050615,0.11813720756957077,0.17615416826126307,0.08111879434767938,3.518190340359964e-05
28.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.14144278155156023,0.34891970208405126,0.5188994451857882,0.23504600056300984,7.500802697171639e-05,0.04725785801542227,0.11657857374545984,0.17337099875918605,0.07853190102635571,2.5061149461022002e-05
29.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.1350970562490919,0.34435639588426853,0.5107309663325043,0.22768118409555313,5.3430519467637005e-05,0.045137669328100656,0.11505391427465032,0.17064180459589282,0.07607122083390744,1.785182584076516e-05
30.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.1290749269320388,0.3398858470596473,0.5027172027525811,0.22067228618820758,3.80601986992407e-05,0.04312559823409389,0.11356024623950957,0.16796430280135186,0.07372945762396106,1.2716403385434098e-05
31.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.1233548253720384,0.3355006306093432,0.49485202216941254,0.21399878983167633,2.7111447529592027e-05,0.04121443851006262,0.11209508885146838,0.16533644450283877,0.07149975639902845,9.05828437401723e-06
32.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.11791720150026494,0.33119455079869936,0.48712989571481197,0.20764141770935576,1.9312316074810335e-05,0.03939765822580423,0.11065637203564908,0.16275638243416674,0.06937567635894304,6.452493941372694e-06
33.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.11274428366347974,0.3269624178870892,0.4795458154319782,0.2015820564709484,1.3756755398850888e-05,0.037669319642706395,0.10924236183275751,0.16022244337236263,0.06735116559969707,4.596309449378314e-06
34.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.10781987053897478,0.322799865868292,0.47209522417122946,0.19580368564308842,9.799359039626288e-06,0.036024009689845315,0.10785159950379118,0.1577331047149278,0.06542053736156447,3.2740922729095995e-06
35.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.103129150371387,0.3187032036428571,0.4647739559144018,0.19029031089288267,6.980384167877759e-06,0.03445677956867343,0.10648285180480609,0.15528697454144944,0.06357844773158884,2.33223640174538e-06
36.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.09865854379541862,0.3146692934540333,0.4575781848880027,0.18502690137768202,4.972341857678957e-06,0.032963092238062555,0.10513507037079273,0.15288277461164887,0.06181987471133398,1.6613235609247046e-06
37.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.09439556702596226,0.31069545156513306,0.4505043820942182,0.1799993309307347,3.5419516970715753e-06,0.031538776704359804,0.10380735853070192,0.1505193258418302,0.06014009856625188,1.18341175535123e-06
38.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.09032871264263805,0.30677936708740794,0.44354927811233513,0.17519432284771727,2.5230408896793596e-06,0.030179988189963442,0.1024989441867909,0.14819553587635562,0.05853468337815041,8.429805100241725e-07
39.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.0864473455793199,0.30291903562451733,0.4367098312089248,0.1705993980535339,1.797239453111993e-06,0.02888317338208185,0.10120915764438436,0.14591038843284637,0.05699945972705229,6.004808867812091e-07
40.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.08274161225948193,0.29911270501544956,0.4299831999497503,0.16620282644229661,1.2802288163600824e-06,0.0276450400736805,0.09993741348388431,0.14366293415146766,0.05553050843325474,4.2774096328657437e-07
41.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.07920236110255642,0.2953588309589413,0.42336671963518757,0.16199358119608454,9.119462737148154e-07,0.026462530603630702,0.09868319573431623,0.1414522827216988,0.05412414529463766,3.046930147170367e-07
42.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.07582107287135091,0.29165604071058787,0.41685788198839563,0.15796129589999483,6.496073166880085e-07,0.02533279858488304,0.09744604574406532,0.13927759609588888,0.05277690675824888,2.170421848401688e-07
43.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.07258979954141725,0.28800310337635954,0.4104543176151947,0.15409622428217673,4.627352269071935e-07,0.024253188479934983,0.0962255522555569,0.13713808262887586,0.051485536468930136,1.546058088792806e-07
44.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.06950111055484048,0.2843989055972922,0.4041537808296252,0.15038920241803927,3.2962050260232924e-07,0.023221217643528354,0.09502134328119807,0.13503299200800986,0.05024697264125531,1.1013046222705008e-07
45.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.06654804547728674,0.2808424316411359,0.39795413650195444,0.14683161324767513,2.3479879943871833e-07,0.022234560504758326,0.09383307945174056,0.1329616108589027,0.049058336204344,7.84493079416831e-08
46.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.06372407221182795,0.27733274709704187,0.3918533486385278,0.1434153532647924,1.6725439037503004e-07,0.021291034605773147,0.09266044856846528,0.13092325892980883,0.04791691967220383,5.588184950900373e-08
47.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.06102305003906228,0.2738689855164894,0.3858494704470448,0.14013280124413052,1.1914043498771834e-07,0.020388588253001605,0.09150316113974377,0.1289172857723058,0.046820176695156764,3.980635631442822e-08
48.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.05843919685297418,0.27045033746374625,0.3799406356779607,0.13697678888248507,8.486738803827463e-08,0.019525289570231176,0.09036094672265567,0.12694306784834497,0.045765712250626665,2.8355289185192694e-08
49.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.055967060048058764,0.26707604153720593,0.37412505106397104,0.13394057323611974,6.045364492064806e-08,0.0186993167716207,0.08923355092310169,0.12500000600418565,0.0447512734341231,2.0198342657262494e-08
50.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.05360149058740041,0.26374537700302636,0.3684009897058773,0.13101781084452438,4.306298648597006e-08,0.01790894949751092,0.08812073293460727,0.12308752326052756,0.04377474081365509,1.438789932402579e-08
51.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.05133761984529955,0.2604576577479105,0.362766785275367,0.1282025334372216,3.0675086796254575e-08,0.01715256107724734,0.08702226351786864,0.12120506287558484,0.04283412031306177,1.0248942226151819e-08
52.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.04917083887311281,0.2572122273113165,0.3572208269240403,0.1254891251266532,2.1850805685860182e-08,0.016428611601629936,0.08593792334094993,0.11935208664412617,0.04192753559186151,7.300636068504772e-09
53.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.04709677978443513,0.2540084548010657,0.351761554803943,0.12287230099611923,1.5564999450287367e-08,0.015735641703462342,0.08486750161463545,0.11752807340082704,0.04105322089120622,5.200467114425834e-09
54.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.04511129899666701,0.2508457315320177,0.34638745611835153,0.1203470869973193,1.1087426769083404e-08,0.015072266958343298,0.08381079496936733,0.1157325177007861,0.04020951431739042,3.7044523181887023e-09
55.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.043210462101285714,0.24772346825666566,0.34109706163303855,0.11790880107728251,7.897914339953134e-09,0.01443717282962907,0.08276760652995185,0.11396492865389397,0.03939485153611517,2.6387950689404095e-09
56.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.04139053016555617,0.2446410928803691,0.33588894258799556,0.11555303545938579,5.6259267565285635e-09,0.013829110091658325,0.0817377451521893,0.11222482889299994,0.03860775985234767,1.879694707278324e-09
57.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.039647947294653464,0.24159804857345393,0.3307617079579046,0.11327564000777518,4.007520277817018e-09,0.013246890674096833,0.08072102479210212,0.11051175365860016,0.03784685265215979,1.3389642242998801e-09
58.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.037979329305801786,0.23859379220836466,0.325714002016748,0.11107270660883481,2.8546796771709895e-09,0.012689383877821146,0.07971726398376731,0.10882524998514245,0.03711082418437542,9.537853072698567e-10
59.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.03638145338556483,0.2356277930631065,0.3207445021680113,0.10894055450741416,2.0334759388147317e-09,0.01215551291928592,0.0787262854061198,0.10716487597606905,0.03639844466121473,6.794105442507402e-10
60.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.034851248618281025,0.2326995317428921,0.3158519170071265,0.1068757165393408,1.4485073147808694e-09,0.011644251765951914,0.0777479155226606,0.10553020015645379,0.03570855565839918,4.839649805052904e-10
61.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.03338578728819201,0.229808499280638,0.3110349845872586,0.1048749262053278,1.0318162122914834e-09,0.011154622230214926,0.07678198428092115,0.10392080089357929,0.03504006579637714,3.447431075915789e-10
62.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.03198227687038452,0.22695419638410408,0.3062924708633619,0.10293510553474887,7.349943525197891e-10,0.010685691293476142,0.07582832486092282,0.1023362658770758,0.03439194668545465,2.455710950569486e-10
63.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.030638052636529373,0.22413613280331093,0.3016231682927249,0.10105335369091054,5.235590328981722e-10,0.010236568635624145,0.07488677346382301,0.10077619165134535,0.03376322911866986,1.7492782712544647e-10
64.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.029350570810790493,0.2213538267966593,0.2970258945730559,0.09922693627241483,3.7294716617824483e-10,0.009806404348335825,0.07395716913353863,0.09924018319393989,0.03315299949724021,1.2460645946842362e-10
65.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.028117402219397576,0.21860680467808208,0.2924994915016079,0.09745327526798729,2.6566171151789706e-10,0.009394386813316682,0.07303935360544381,0.0977278535343801,0.032560396474341,8.876100501792176e-11
66.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.026936226384403066,0.21589460043076944,0.2880428239409544,0.09572993962475734,1.8923898977392278e-10,0.008999740728948847,0.07213317117731047,0.0962388234086078,0.03198460780384607,6.322718778305403e-11
67.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.025804826018226548,0.2132167553756245,0.2836547788788535,0.09405463639242877,1.3480073980567646e-10,0.008621725270847324,0.07123846859853512,0.09477272094487448,0.031424867381480995,4.503866618169082e-11
68.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.024721081880859763,0.21057281788475266,0.27933426457122673,0.09242520240807992,9.602270374549293e-11,0.008259632373585853,0.07035509497441188,0.09332918137739929,0.030880452466607505,3.208242407342141e-11
69.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.023682967966173706,0.2079623431320459,0.27508020975864717,0.09083959648849328,6.839991863461888e-11,0.007912785122380006,0.06948290168279954,0.09190784678458781,0.03035068107358012,2.2853295216927937e-11
70.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.02268854698773228,0.20538489287435763,0.2708915629479278,0.08929589209894193,4.872336110866992e-11,0.007580536244839291,0.0686217423010092,0.09050836584900138,0.02983490952229308,1.6279103507790646e-11
71.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.021735966137957648,0.20284003525794073,0.26676729175144037,0.08779227046926391,3.470714534628592e-11,0.007262266694049598,0.06777147254113279,0.08913039363661492,0.02933253013817203,1.1596105003757337e-11
72.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.020823453097483083,0.20032734464578622,0.2627063822776932,0.08632701412984303,2.4722964727363e-11,0.006957384315246488,0.06693195019235464,0.08777359139320125,0.028842969092461774,8.260261456892464e-12
73.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.01994931227412977,0.19784640146228408,0.2587078385674918,0.08489850084179149,1.7610926476724578e-11,0.006665322589208837,0.06610303506905063,0.08643762635594499,0.028365684374222013,5.8840377276779475e-12
74.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.019111921253209128,0.1953967920522779,0.2547706820706855,0.0835051978972048,1.254480337567825e-11,0.006385539446259038,0.0652845889636966,0.08512217157861693,0.027900163885968995,4.1913806435083724e-12
75.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.01830972744282702,0.19297810855210837,0.2508939511591106,0.08214565676683762,8.936048420985648e-12,0.006117516145415872,0.06447647560378231,0.08382690576884197,0.027445923655394923,2.9856490579827673e-12
76.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.01754124489958981,0.19058994877067778,0.24707670067185994,0.0808185080739367,6.365421520836131e-12,0.005860756213821935,0.06367856061207346,0.08255151313616785,0.027002506156060736,2.126769447971655e-12
77.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.016805051321618678,0.1882319160789169,0.2433180014894725,0.07952245687427023,4.5342850921408226e-12,0.005614784442070945,0.0628907114696813,0.08129568324979645,0.026569478730393,1.5149631443561863e-12
78.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.01609978519709802,0.1859036193063299,0.2396169401340369,0.07825627822361433,3.2299104198381322e-12,0.0053791459315009685,0.0621127974814968,0.08005911090497315,0.026146432108723992,1.079154739102765e-12
79.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.015424143097739578,0.18360467264352742,0.2359726183925544,0.07701881301510753,2.300764311944358e-12,0.005153405189905867,0.061344689743625815,0.0788414959971476,0.02573297901849809,7.687150378980778e-13
80.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.014776877107559901,0.18133469554985318,0.2323841529612217,0.07580896406995931,1.6389050255400214e-12,0.004937145272456686,0.06058626111252587,0.07764254340312389,0.02532875287812711,5.475793119177243e-13
81.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.01415679237826221,0.17909331266536926,0.22885067510855853,0.07462569246601189,1.1674423446139133e-12,0.004729966964923193,0.05983738617559934,0.07646196286850732,0.024933406570315394,3.900575480611891e-13
82.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.013562744803301467,0.17688015372659396,0.22537133035555001,0.07346801408960339,8.31605008684711e-13,0.0045314880065490115,0.059097941223040344,0.07529946890083572,0.02454661128999284,2.7784996161864976e-13
83.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.012993638803407204,0.1746948534854956,0.22194527817118143,0.07233499639707178,5.923777680843073e-13,0.004341342350166228,0.05836780422076958,0.07415478066785368,0.024168055462291577,1.9792105435522758e-13
84.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.012448425216954911,0.17253705163132899,0.21857169168192664,0.07122575537307622,4.219688631692544e-13,0.0041591794573412645,0.05764685478431885,0.07302762190044898,0.023797443726281883,1.4098524084322068e-13
85.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.011926099289123184,0.17040639271497773,0.2152497573939179,0.07013945267369738,3.0058137066854224e-13,0.003984663626526333,0.056934974153552864,0.07191772079982582,0.02343449598044516,1.0042811362527457e-13
86.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.011425698754259974,0.1683025260755205,0.21197867492666456,0.06907529294301588,2.1411333460578103e-13,0.003817473352353263,0.05623204516813404,0.07082480994853683,0.023078946486108157,7.153802728575499e-14
87.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.010946302006314917,0.1662251057687886,0.20875765675731636,0.0680325212925604,1.5251949897640502e-13,0.0036573007143513433,0.05553795224365275,0.06974862622503827,0.022730543025294078,5.095873220354371e-14
88.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.010487026352582068,0.16417379049772332,0.20558592797457928,0.06701042093366646,1.086443196582934e-13,0.003503850793500237,0.05485258134835872,0.06868891072146995,0.022389046109663118,3.629946877651138e-14
89.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.010047026346344627,0.16214824354437055,0.20246272604148857,0.06600831095339688,7.73906829830294e-14,0.003356841115145078,0.054175819980439625,0.06764540866439472,0.022054228237418753,2.585722557213254e-14
90.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.00962549219432565,0.16014813270337966,0.1993873005663316,0.06502554422524759,5.512775846373979e-14,0.003216001116905207,0.05350755714580215,0.06661786933826093,0.021725873195247655,1.8418895284792073e-14
91.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.009221648235129706,0.15817313021689458,0.1963589130810904,0.06406150544640012,3.92691941212467e-14,0.0030810716403019,0.05284768333631831,0.06560604601137704,0.02140377540254038,1.312034435271229e-14
92.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.008834751485115096,0.15622291271074065,0.193376836826841,0.06311560929378628,2.7972652070489148e-14,0.0029518044449155186,0.052196090508504635,0.06460969586421093,0.021087739295308817,9.346023921200252e-15
93.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.008464090248366524,0.1542971611318299,0.1904403565456058,0.06218729869170447,1.9925778498043675e-14,0.0028279617439594474,0.05155267206260845,0.06362857991984501,0.020777578747374452,6.6574596510182585e-15
94.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.00810898278764757,0.1523955606867144,0.1875487682782111,0.061276043184171736,1.4193743508931326e-14,0.0027093157602281663,0.050917322822077754,0.06266246297643786,0.020473116526550157,4.742312814372102e-15
95.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.007768776053403606,0.15051780078123186,0.18470137916774557,0.06038133740561289,1.0110639080782205e-14,0.0025956483014407347,0.050289939013396096,0.06171111354155711,0.020174183783677743,3.3780949503641484e-15
96.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.007442844468060106,0.14866357496119217,0.18189750726825973,0.05950269964387986,7.20211849379383e-15,0.0024867503540591655,0.049670418246265086,0.0607743037682635,0.01988061957251415,2.406320700543387e-15
97.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.007130588763021553,0.1468325808540622,0.1791364813583822,0.058639670489962596,5.1302900226396146e-15,0.0023824216947147627,0.04905865949412064,0.0598518093928377,0.019592270398582464,1.7140960804667235e-15
98.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.006831434865923357,0.14502452011161154,0.1764176407595603,0.05779181156909739,3.654463022106036e-15,0.002282470518424629,0.04845456307497008,0.058943409674052094,0.019308989795218827,1.2210032405106712e-15
99.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.00654483283582467,0.14323909835348608,0.1737403351586644,0.05695870434830373,2.603186159262976e-15,0.0021867130828258515,0.04785803063253941,0.05804888733390064,0.019030637925155115,8.697580785154257e-16
100.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.006270255844155636,0.1414760251116798,0.17110392443471834,0.056139949015683595,1.8543293881444284e-15,0.0020949733676968265,0.047268965117720635,0.05716802849970723,0.018757081206078382,6.195553705708893e-16
101.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.0060071991993485155,0.1397350137758789,0.16850777848954107,0.055335163427104275,1.3208957290667298e-15,0.002007082749073941,0.046687270770310416,0.05630062264754094,0.018488191958703992,4.413283034501001e-16
102.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.005755179413190193,0.13801578153965532,0.16595127708210808,0.054543982116152766,9.409145636270427e-16,0.0019228796873078974,0.0461128531010328,0.055446462546873986,0.018223848075988616,3.1437169408550344e-16
103.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.005513733307033896,0.13631804934748698,0.16343380966645604,0.05376605536350212,6.702423185749806e-16,0.0018422094284375184,0.045545618873837845,0.05460534420642359,0.017963932712193525,2.239366051748468e-16
104.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.0052824171561017645,0.13464154184258664,0.1609547752329696,0.05300104832206605,4.774341720007942e-16,0.0017649237182901978,0.04498547608847069,0.053777066821123876,0.017708333990587466,1.595169160605025e-16
105.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.00506080587019733,0.13298598731552014,0.1585135821529084,0.05224864019454014,3.400910122755607e-16,0.0016908805287473702,0.044432333963304135,0.052961432720180314,0.017456944728652547,1.1362879458490394e-16
106.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.004848492209229264,0.13135111765359836,0.1561096480260379,0.05150852346013626,2.422572647992678e-16,0.001619943795640875,0.04388610291842994,0.05215824731616122,0.017209662179726238,8.094127743744209e-17
107.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.004645086032024526,0.12973666829102604,0.15374239953124616,0.05078040314751194,1.7256728413766428e-16,0.001551983167771737,0.04334669455900285,0.0513673190550869,0.016966387790077718,5.765695585470343e-17
108.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.004450213576981555,0.1281423781597938,0.15141127228003198,0.050063996151080266,1.2292497225758889e-16,0.0014868737665671206,0.04281402165883298,0.05058845936747815,0.016727026970478155,4.1070819039154963e-17
109.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.0042635167731823334,0.12656798964129845,0.14911571067276522,0.049359030588057844,8.7563230075955e-17,0.0014244959559139797,0.04228799814422159,0.049821482620330954,0.016491488881382167,2.92560047880053e-17
110.0,0.02,0.02,0.5780249999924303,0.5780249999924303,0.004084652580646293,0.125013248518679,0.14685516775762264,0.048665245193770496,6.237397593442436e-17,0.0013647351217293798,0.04176853907803584,0.04906620606998515,0.016259686230891635,2.0839950022418632e-17
