Bin,numerator_loth,numerator_markhvida,numerator_DuNing,numerator_vitor,numerator_markov
0.0,0.2340876905743438,0.2748313302102695,0.26036598472049194,0.24954400299348564,0.24849963775898398
1.0,0.1845869013786026,0.20855097723658333,0.23156529196175715,0.1615298437711074,0.2207248096708383
2.0,0.1707363517341971,0.19261544782803205,0.22471286406543098,0.15563985275392914,0.19618655111608171
3.0,0.15831748619841707,0.1795390257321745,0.21848177416080972,0.15001774698334683,0.17448518970778576
4.0,0.14715175724202006,0.16873340292028288,0.21277858308678826,0.14465015261306577,0.15527426645760303
5.0,0.13708461185430998,0.15973619028275968,0.2075253606592166,0.13952437502339568,0.138252797330181
6.0,0.12798218603642553,0.1521830790715011,0.20265703095189724,0.13462836580506118,0.1231587675480953
7.0,0.11972845818411,0.14578634825634496,0.19811918024793657,0.1299506911247307,0.10976364533262231
8.0,0.11222279750497577,0.1403182306289383,0.19386624603262667,0.12548050144087092,0.09786774123899615
9.0,0.10537785250705362,0.13559800736978267,0.18986001992251844,0.12120750253580408,0.08729627103748201
10.0,0.09911773224875704,0.1314819703570059,0.18606840934988209,0.11712192782770059,0.07789600575281334
11.0,0.09337643962778751,0.1278555954316473,0.18246441261425234,0.11321451192459986,0.06953241323298172
12.0,0.08809652165643823,0.12462742438470302,0.17902526995600507,0.10947646538135856,0.06208721244974202
13.0,0.08322790655100867,0.12172427076660153,0.1757317599148022,0.10589945061961646,0.05545627541332476
14.0,0.07872690166361039,0.1190874538705302,0.17256761566563297,0.10247555897039622,0.049547822730472715
15.0,0.07455532990020265,0.11666983326441895,0.16951904048816982,0.09919728879876648,0.044280867940615476
16.0,0.07067978538071974,0.11443346819886735,0.16657430519434815,0.09605752467005983,0.03958387322314827
17.0,0.06707099177578335,0.1123477659824756,0.16372341335650212,0.09304951751740818,0.035393585194055645
18.0,0.06370324906009078,0.11038801391943841,0.16095782266052677,0.09016686577081014,0.031654024554650974
19.0,0.060553956407094954,0.10853421285762037,0.15827021275099631,0.0874034974085462,0.028315607521372476
20.0,0.057603200657762164,0.10677014847074184,0.15565429161637664,0.08475365289248411,0.02533438041614343
21.0,0.054833401266500124,0.1050826503626156,0.15310463394681612,0.08221186894964763,0.02267135166290947
22.0,0.05222900389292212,0.10346099989610742,0.1506165460373223,0.07977296316333356,0.02029190782349623
23.0,0.049776215897466204,0.10189645604581882,0.14818595274882174,0.07743201933804436,0.01816530230055713
24.0,0.04746277793656692,0.10038187510850205,0.14580930281428284,0.07518437360353271,0.016264207006576575
25.0,0.045277766660203264,0.09891140520426073,0.1434834894160174,0.07302560122432565,0.014564318702120483
26.0,0.04321142420940474,0.09748024049011068,0.14120578348749943,0.07095150408219149,0.013044012889780165
27.0,0.041255010809335434,0.09608442313504685,0.13897377762830446,0.06895809880012696,0.01168403915009972
28.0,0.03940067726836527,0.09472068356419724,0.13678533888030503,0.06704160547756394,0.010467252652963024
29.0,0.03764135463667104,0.09338631141673291,0.13463856891040443,0.06519843700761761,0.009378377297679506
30.0,0.03597065865936672,0.09207905119206528,0.1325317703908203,0.0634251889483171,0.008403796548117763
31.0,0.034382806987531295,0.09079701776985745,0.13046341857126909,0.06171862992086551,0.007531368552826072
32.0,0.03287254739317735,0.08953862795007188,0.12843213720577096,0.06007569250907028,0.006750262588321187
33.0,0.03143509547754524,0.08830254492302554,0.12643667813631002,0.0584934646351565,0.0060508142483803075
34.0,0.03006608057159628,0.08708763318783369,0.12447590395126888,0.05696918138822919,0.005424397133012229
35.0,0.028761498707923508,0.08589292192323196,0.12254877323256032,0.05550021728267633,0.004863309075967648
36.0,0.02751767169856316,0.08471757520307951,0.1206543279851096,0.05408407892480562,0.00436067119599565
37.0,0.026331211486860642,0.08356086775989933,0.1187916829086171,0.05271839806698028,0.0039103382702802714
38.0,0.025198989056632204,0.08242216524939458,0.11696001622666667,0.051400925029462446,0.0035068191134065324
39.0,0.024118107280952383,0.08130090816944929,0.11515856183416194,0.050129522471085285,0.0031452058058618142
40.0,0.023085877178215156,0.0801965987485445,0.11338660256234119,0.048902159490757546,0.0028211107559005444
41.0,0.02209979711658097,0.07910879024861088,0.11164346439255539,0.047716906042655,0.0025306107004923373
42.0,0.021157534571181906,0.07803707823231791,0.10992851147666154,0.04657192764877311,0.0022701968574989286
43.0,0.02025691009293313,0.07698109342961193,0.10824114184418519,0.04546548039330395,0.0020367305342866805
44.0,0.019395883194713293,0.07594049590691361,0.10658078369507099,0.044395906184058136,0.0018274035794676308
45.0,0.018572539901081854,0.07491497029792628,0.10494689219248231,0.04336162826687994,0.0016397031359103823
46.0,0.017785081742502044,0.0739042219000165,0.10333894668323663,0.042361146979700434,0.0014713802158849779
47.0,0.01703181600501591,0.07290797347663946,0.10175644828448759,0.041393035733542166,0.001320421674334389
48.0,0.016311147072141013,0.07192596263591967,0.1001989177845374,0.04045593720842656,0.001185025204773571
49.0,0.015621568718007193,0.07095793967957562,0.09866589381347428,0.039548559752747375,0.0010635770250425527
50.0,0.01496165722992072,0.07000366583595298,0.09715693124591361,0.0386696739752559,0.0009546319578124632
51.0,0.014330065255062936,0.06906291180685298,0.0956715998036839,0.037818109519361494,0.0008568956439876484
52.0,0.013725516280267067,0.06813545657080448,0.09420948283099856,0.03699275200998162,0.0007692086565123876
53.0,0.013146799666088671,0.0672210863959829,0.09277017621863892,0.03619254016368273,0.0006905323080492543
54.0,0.012592766166965353,0.06631959402457871,0.09135328745704568,0.035416463053335116,0.0006199359689613841
55.0,0.012062323878383569,0.06543077799742864,0.08995843480108501,0.03466355751896509,0.0005565857323634562
56.0,0.011554434559838275,0.06455444209343895,0.08858524653169109,0.033932905716924325,0.000499734281019582
57.0,0.011068110289158339,0.06369039486299298,0.08723336030166207,0.033223632799912486,0.000448711826835424
58.0,0.010602410409626587,0.06283844923834092,0.08590242255465555,0.032534904720784505,0.0004029180078585807
59.0,0.010156438736377877,0.06199842220707618,0.08459208800794059,0.03186592615344937,0.0003618146402741719
60.0,0.009729340992922433,0.06117013453733789,0.08330201919075474,0.031215938524524475,0.0003249192340496148
61.0,0.009320302452409987,0.06035341054545221,0.0820318860312209,0.030584218149748,0.0002917991908036404
62.0,0.008928545761506701,0.05954807789841574,0.08078136548572683,0.02997007446947368,0.00026206661129521544
63.0,0.008553328927570786,0.05875396744500828,0.07955014120548456,0.029372848377877334,0.0002353736477719973
64.0,0.008193943452246236,0.057970913070451095,0.0783379032356872,0.028791910640793783,0.00021140834339779423
65.0,0.007849712596699136,0.05719875157045165,0.0771443477432832,0.02822666039737753,0.00018989090719139957
66.0,0.007519989765543883,0.056437322541229865,0.07596917676990715,0.027676523741040286,0.0001705703784416381
67.0,0.007204156998084521,0.05568646828273902,0.0748120980069557,0.027140952375365193,0.00015322163949178447
68.0,0.0069016235568644755,0.05494603371279918,0.07367282459018337,0.026619422340931065,0.00013764274017847788
69.0,0.006611824604704953,0.05421586629027409,0.07255107491152951,0.0261114328092011,0.00012365250112539072
70.0,0.0063342199624415365,0.05349581594576012,0.07144657244617686,0.025616504939839992,0.0001110883665827638
71.0,0.006068292940463923,0.05278573501853204,0.07035904559309515,0.025134180798021776,9.980448061822426e-05
72.0,0.005813549237941585,0.052085478198717394,0.06928822752754105,0.024664022328478117,8.966996324253452e-05
73.0,0.005569515904295663,0.05139490247385489,0.06823385606417601,0.024205610383215073,8.056736553372508e-05
74.0,0.005335740358067811,0.050713867079144895,0.06719567352962891,0.02375854379999352,7.239128503665157e-05
75.0,0.005111789458851732,0.050042233450823155,0.06617342664347454,0.023322438528828177,6.504712469196345e-05
76.0,0.004897248628403559,0.04937986518219103,0.06516686640672392,0.022896926803910294,5.8449980313491966e-05
77.0,0.0046917210174407895,0.04872662798191759,0.06417574799703259,0.022481656358501318,5.252364321071182e-05
78.0,0.004494826714984952,0.04808238963429831,0.06319983066992825,0.022076289680479352,4.7199705961893795e-05
