PrincipalComponent,coi,c1i,a1i,c2i,a2i
1,0.5822628461962119,0.5416483513917179,47.779270289790624,0.7462348671673736,218.6973072495481
2,0.2653661302870228,0.3569240874717964,44.32283218019761,0.470061532169103,217.7148045058248
