PrincipalComponent,coi,c1i,a1i,c2i,a2i
1,0.9120808046885668,0.6936324997771209,28.724118010322396,0.9549857322950316,210.68227259650655
2,0.063078026748172,0.0428205233916058,28.594774086363664,0.0,210.2609398185473
