PrincipalComponent,coi,c1i,a1i,c2i,a2i
1,0.8124498635910804,1.2129308083815802,52.38206822124606,0.3366072300254179,218.11377846389684
2,0.0315961654059289,0.0757229968203511,35.47871707827805,5.965014007888046e-19,218.13160784086833
