Bin,Correlation_loth,Correlation_markhvida,Correlation_DuNing,Correlation_vitor,Correlation_markov
31.0,0.12336111801000266,0.3342270280493308,0.4712770554952061,0.28679631244315346,0.0002333122052909128
32.0,0.11792792711278313,0.32974256002992863,0.46370527510164855,0.2806469399827822,0.0001790018737283392
33.0,0.11275860203017758,0.32533631604381386,0.4562839184467958,0.27473648027991865,0.00013736584150372556
34.0,0.10783706781990783,0.3210040752685977,0.44900683284971094,0.269050668779853,0.000105438389956885
35.0,0.1031486211112402,0.31674224670133055,0.44186842501645596,0.26357622537073977,8.09497396701761e-05
36.0,0.09867977545082103,0.3125477554253596,0.43486359343078335,0.25830078382730526,6.216224755432247e-05
37.0,0.09441812666378165,0.3084179498956434,0.42798766964573925,0.2532128263757841,4.774528127511888e-05
38.0,0.09035223550618962,0.30435052632027676,0.421236367234816,0.24830162300577804,3.667960768194568e-05
39.0,0.08647152526167455,0.30034346695617375,0.4146057373443117,0.24355717518222605,2.8184310569892672e-05
40.0,0.082766192259407,0.2963949897353247,0.40809212994313115,0.23897016363615056,2.1660911843095523e-05
41.0,0.07922712756992219,0.29250350712239176,0.40169215999704316,0.23453189993642365,1.665063351510183e-05
42.0,0.07584584837575954,0.2886675924968213,0.3954026779052386,0.2302342815666667,1.2801700583686233e-05
43.0,0.07261443772099581,0.284885952670836,0.3892207436310657,0.2260697502516235,9.844318526739282e-06
44.0,0.06952549152208691,0.2811574054129039,0.3831436040387779,0.2220312532961063,7.571518612868356e-06
45.0,0.06657207187602632,0.27748086105601155,0.37716867301617385,0.21811220771698375,5.82449094571967e-06
46.0,0.0637476658341193,0.27385530744053166,0.3712935140210483,0.2143064669647596,4.481350764781651e-06
47.0,0.06104614892360331,0.2702797975801108,0.36551582473894384,0.21060829004621384,3.4485320553870466e-06
48.0,0.058461752797512735,0.2667534395518131,0.3598334235820758,0.2070123128733692,2.654192284487271e-06
49.0,0.05598903647772261,0.26327538820362223,0.35424423779564995,0.20351352167684653,2.0431570195918836e-06
50.0,0.053622860728980155,0.2598448383472272,0.34874629296893833,0.20010722833352843,1.5730439290188505e-06
51.0,0.05135836516448436,0.25646101916500597,0.34333770377528905,0.1967890474694153,1.2112902987288902e-06
52.0,0.049190947737692385,0.25312318960984503,0.3380166657882811,0.19355487520874745,9.328729075627753e-07
53.0,0.047116246321642234,0.24983063461698787,0.3327814482411283,0.19040086944988133,7.185585869055977e-07
54.0,0.04513012211728859,0.24658266198020193,0.3276303876135724,0.18732343155714035,5.535616449372718e-07
55.0,0.043228644666990175,0.24337859977156004,0.3225618819453476,0.18431918936595768,4.2651330144194503e-07
56.0,0.041408078279186064,0.2402177942061828,0.3175743857881292,0.18138498140612033,3.2867044993825096e-07
57.0,0.039664869696060874,0.23709960787129752,0.31266640571900667,0.17851784225487347,2.533080383935735e-07
58.0,0.037995636858244294,0.23402341825368247,0.30783649634817206,0.17571498893807427,1.952523594094067e-07
59.0,0.03639715863977911,0.23098861651157657,0.3030832567619119,0.17297380830356265,1.5052249894461383e-07
60.0,0.03486636544315847,0.22799460644695715,0.29840532734928343,0.17029184529642652,1.1605482295191028e-07
61.0,0.03340033055853082,0.22504080364212192,0.2938013869672155,0.16766679207097818,8.94912294030065e-08
62.0,0.03199626220353131,0.22212663473106228,0.2892701504043176,0.1650964778789917,6.901637645640921e-08
63.0,0.03065149617087573,0.21925153678148795,0.2848103661085155,0.16257885967815905,5.323253533737987e-08
64.0,0.029363489020075732,0.2164149567677458,0.2804208141478645,0.16011201340879655,4.1063353274595044e-08
65.0,0.02812981175762406,0.2136163511184633,0.27610030437758043,0.15769412589061366,3.167983469446619e-08
66.0,0.02694814395689931,0.21085518532568226,0.27184767478956606,0.1553234872948554,2.4443401105047393e-08
67.0,0.02581626827502652,0.20813093360464932,0.2676617900235539,0.15299848415038056,1.8862081466440728e-08
68.0,0.024732065329106098,0.2054430785953888,0.2635415400214531,0.15071759284524064,1.455679943882339e-08
69.0,0.02369350889872079,0.202791111098794,0.2594858388086889,0.14847937358812272,1.1235426170958173e-08
70.0,0.022698661425524486,0.2001745298412901,0.2554936233882236,0.14628246479659304,8.672806645012369e-09
71.0,0.021745669784102795,0.1975928412631843,0.2515638527346353,0.14412557788148625,6.695381908047229e-09
72.0,0.020832761301240375,0.19504555932671724,0.24769550687711112,0.14200749239899782,5.1693478483613e-09
73.0,0.01995824000327964,0.1925322053405355,0.24388758606151326,0.13992705154410318,3.991535801944543e-09
74.0,0.019120483073500304,0.19005230779789892,0.24013910998281576,0.1378831579608342,3.0823883003956695e-09
75.0,0.018317937503377377,0.187605402226425,0.23644911708022867,0.13587476984671135,2.380547820183114e-09
76.0,0.017549116923282516,0.1851910310475547,0.2328166638882058,0.1339008973302771,1.8386875380031723e-09
77.0,0.016812598599673594,0.18280874344426254,0.22924082443732322,0.1319605991021934,1.4202985729000644e-09
78.0,0.01610702058711745,0.1804580952357855,0.22572068969970582,0.13005297928177753,1.0972139426623726e-09
79.0,0.015431079024631356,0.17813864875836904,0.22225536707428295,0.12817718450216115,8.477000423180142e-10
80.0,0.014783525566826534,0.1758499727512076,0.218843979907703,0.1263324011984714,6.549853715551077e-10
81.0,0.014163164941221792,0.173591642246894,0.21548566704720493,0.12451785308455156,5.061261890959942e-10
82.0,0.013568852623872894,0.17136323846581972,0.21217958242216697,0.12273279880479111,3.911318255827826e-10
83.0,0.0129994926261434,0.16916434871406308,0.20892489465142328,0.12097652974859718,3.0229013373834807e-10
84.0,0.012454035386059296,0.16699456628437875,0.20572078667377394,0.119248368015937,2.336472189606134e-10
85.0,0.01193147575822459,0.16485349035997227,0.20256645539938914,0.11754766452321525,1.8060611596744772e-10
86.0,0.011430851096754985,0.1627407259207939,0.19946111138008316,0.11587379723952258,1.396171812935988e-10
87.0,0.01095123942611803,0.16065588365213293,0.19640397849664631,0.11422616954400126,1.0793921403599938e-10
88.0,0.01049175769514902,0.15859857985532466,0.19339429366163327,0.11260420869575169,8.345512656258354e-11
89.0,0.010051560109858155,0.15656843636041884,0.1904313065361778,0.11100736440830195,6.452969254004734e-11
90.0,0.009629836540947132,0.15456508044067754,0.1875142792595663,0.1094351075212486,4.989975527320171e-11
91.0,0.009225811002241704,0.15258814472878934,0.18464248619043835,0.10788692876220134,3.858948025546877e-11
92.0,0.008838740196489498,0.1506372671347109,0.1818152136586095,0.10636233759265477,2.9844932346362605e-11
93.0,0.008467912125206116,0.14871209076505013,0.17903175972661614,0.1048608611318693,2.3083565881021963e-11
94.0,0.008112644759460044,0.14681226384392435,0.1762914339601865,0.10338204315326494,1.785522443202628e-11
95.0,0.007772284768671107,0.1449374396352319,0.17359355720691955,0.10192544314822874,1.3812024554281473e-11
96.0,0.00744620630468131,0.14308727636628532,0.17093746138253546,0.10049063545259167,1.0685097549589182e-11
97.0,0.007133809838501949,0.14126143715275677,0.16832248926413043,0.09907720843138373,8.266625846024988e-12
98.0,0.006834521047300583,0.13945958992489993,0.1657479942899189,0.097684763717771,6.395967404951646e-12
99.0,0.006547789749316813,0.13768140735500187,0.16321334036501287,0.09631291550239113,4.9489368495986986e-12
100.0,0.006273088884522809,0.13592656678604356,0.1607179016728251,0.0949612898695539,3.829524409760358e-12
101.0,0.006009913538967493,0.1341947501615256,0.15826106249172883,0.09362952417703856,2.9634976789048974e-12
102.0,0.005757780010834021,0.13248564395644136,0.15584221701664275,0.09231726647644464,2.2934576707674704e-12
103.0,0.005516224916362846,0.13079893910936483,0.153460769185246,0.09102417497127561,1.775018291932653e-12
104.0,0.005284804333860657,0.129134330955633,0.15111613250855319,0.0897499175101271,1.3738537082209995e-12
105.0,0.005063092984127281,0.12749151916159687,0.1488077299056065,0.08849417111254317,1.0634162609867508e-12
106.0,0.004850683445696481,0.12587020765992202,0.14653499354206886,0.0872566215252799,8.231725071415799e-13
107.0,0.004647185403369597,0.124270104585916,0.144297364672518,0.08603696280686578,6.372396397825754e-13
108.0,0.004452224928597712,0.1226909222148658,0.14209429348626249,0.08483489693850985,4.933313293370694e-13
109.0,0.004265443790327063,0.12113237690036399,0.13992523895651485,0.08365013345953304,3.8194270957823504e-13
110.0,0.004086498794994348,0.11959418901360724,0.1377896686927755,0.08248238912564475,2.957202088911397e-13
111.0,0.00391506115441433,0.11807608288364822,0.13568705879629014,0.08133138758848382,2.2897426770151613e-13
112.0,0.0037508158803611783,0.1165777867385886,0.13361689371845564,0.08019685909497429,1.77302516175812e-13
113.0,0.0035934612047016463,0.11509903264768839,0.13157866612206115,0.07907854020513506,1.372983514569656e-13
114.0,0.0034427080239810147,0.11363955646438545,0.1295718767452627,0.07797617352708598,1.0632554437078431e-13
115.0,0.003298279367427508,0.11219909777020258,0.12759603426818691,0.07688950746807768,8.234390279987132e-14
116.0,0.003159909887364835,0.11077739981953072,0.12565065518208654,0.0758182960004554,6.377441703660478e-14
117.0,0.0030273453710920528,0.10937420948527236,0.12373526366095138,0.07476229844154428,4.9394938638840575e-14
118.0,0.002900342273308837,0.10798927720533148,0.12184939143551224,0.07372127924651763,3.82594741299438e-14
119.0,0.002778667268218182,0.10662235692993524,0.11999257766955373,0.07269500781336605,2.9635743871408336e-14
120.0,0.002662096820474226,0.10527320606977358,0.1181643688384808,0.07168325829915975,2.2956869310319843e-14
121.0,0.0025504167741719737,0.10394158544494388,0.11636431861006517,0.070685809446842,1.778398946485296e-14
122.0,0.0024434219591221227,0.10262725923468839,0.11459198772732518,0.06970244442185249,1.3777332462694507e-14
123.0,0.002340915813675815,0.10132999492790881,0.1128469438934751,0.06873295065792176,1.0673828485073321e-14
124.0,0.0022427100234000625,0.10004956327444665,0.1111287616588949,0.06777711971143116,8.269783912805592e-15
125.0,0.0021486241749393924,0.09878573823711852,0.10943702231007281,0.06683474712376744,6.407471661523072e-15
126.0,0.002058485424417523,0.0975382969444921,0.10777131376047361,0.06590563229114632,4.964751921484751e-15
127.0,0.00197212817977095,0.09630701964438995,0.10613123044328675,0.06498957834141458,3.847038012124057e-15
128.0,0.0018893937964231122,0.0950916896581115,0.10451637320601329,0.06408639201737044,2.981077140721561e-15
129.0,0.0018101302857407627,0.09389209333536183,0.10292634920685487,0.06319588356617946,2.310135813847495e-15
130.0,0.0017341920357312642,0.0927080200098734,0.10136077181285778,0.0623178666344913,1.7902724491178596e-15
131.0,0.001661439543470699,0.09153926195570997,0.09981926049978726,0.06145215816888369,1.3874515275275433e-15
132.0,0.0015917391587613654,0.09038561434424545,0.09830144075368448,0.06059857832129671,1.075309171756394e-15
133.0,0.0015249628385538081,0.08924687520180032,0.09680694397408103,0.05975695035913131,8.334230131539494e-16
134.0,0.0014609879116775166,0.08812284536793163,0.09533540737883532,0.05892710057972179,6.459724653090425e-16
135.0,0.0013996968534463038,0.08701332845436162,0.09388647391055821,0.05810885822889657,5.007012560725606e-16
136.0,0.001340977069723564,0.0859181308045355,0.09245979214459732,0.05730205542337818,3.881139848887049e-16
137.0,0.0012847206900538821,0.08483706145380042,0.09105501619855373,0.05650652707677374,3.008538850099028e-16
138.0,0.0012308243694713662,0.0837699320901933,0.08967180564329784,0.055722110828937965,2.3322089917035164e-16
139.0,0.0011791890986307444,0.08271655701582759,0.08830982541545944,0.054948646978496184,1.807984105272865e-16
140.0,0.0011297200219030636,0.08167675310887199,0.0869687457313653,0.054185978418333634,1.4016411775447328e-16
141.0,0.0010823262631066044,0.0806503397861096,0.08564824200239578,0.05343395057387131,1.0866607574608012e-16
142.0,0.0010369207585493258,0.07963713896606708,0.08434799475173603,0.052692411343957746,8.424920640779031e-17
143.0,0.0009934200970780236,0.0786369750327091,0.08306768953249752,0.05196121104421783,6.532089987305343e-17
144.0,0.00095174436683959,0.0776496747996818,0.08180701684718532,0.05124020235271455,5.0646893719008884e-17
145.0,0.0009118170084705378,0.07667506747510583,0.08056567206848582,0.05052924025778517,3.927060549087826e-17
146.0,0.0008735646744483527,0.07571298462690158,0.07934335536135455,0.04982818200792121,3.045063296653317e-17
147.0,0.0008369170943433126,0.07476326014864287,0.07813977160637822,0.049136887063579306,2.3612328412328216e-17
148.0,0.0008018069457232195,0.0738257302259299,0.07695463032439205,0.048455217050804765,1.8310276012753172e-17
149.0,0.0007681697304769598,0.07290023330327222,0.07578764560232819,0.047783035716567106,1.4199216399611447e-17
150.0,0.0007359436563246202,0.07198661005147465,0.07463853602027691,0.04712020888571045,1.1011515749929908e-17
