RSN,EQID,magnitude,Rjb,Rrup,Ztor,Rx,dip,Z1,rup_width,Z2pt5,D_hyp,Vs30,rake,mechanism,Station_latitude,Station_longitude,database
940,126,6.46,70.83000183,70.94,3.93,-57.58,85,40,9.64273,0.24,13,476.64,-10,0,34.369,-117.658,NGA-W2
941,126,6.46,70.41999817,70.53,3.93,-62.11,85,80,9.64273,0.28,13,353.63,-10,0,34.904,-116.823,NGA-W2
942,127,6.69,35.65999985,36.77,5,7.98,40,1500,13.580008,3.7,17.5,549.75,103,2,34.07,-118.15,NGA-W2
943,127,6.69,65.83999634,68.93,5,72.11,40,60,13.580008,0.3,17.5,501.75,103,2,34.016,-119.362,NGA-W2
944,127,6.69,66.31999969,68.62,5,21.97,40,1200,13.580008,5.1,17.5,269.29,103,2,33.817,-117.951,NGA-W2
945,127,6.69,37.66999817,38,5,-37.64,40,60,13.580008,0.24,17.5,349.6,103,2,34.58,-118.199,NGA-W2
946,127,6.69,46.65000153,46.91,5,-46.52,40,40,13.580008,0.26,17.5,572.57,103,2,34.758,-118.361,NGA-W2
947,127,6.69,39.40999985,39.73,5,-1.86,40,820,13.580008,1.72,17.5,330.5,103,2,34.127,-118.059,NGA-W2
948,127,6.69,41.11000061,41.41,5,-3.27,40,800,13.580008,1.8,17.5,367.53,103,2,34.13,-118.036,NGA-W2
949,127,6.69,3.299999952,8.66,5,6.5,40,820,13.580008,4.42,17.5,297.71,103,2,34.236,-118.439,NGA-W2
950,127,6.69,47.72000122,47.98,5,-3.5,40,240,13.580008,2.78,17.5,544.68,103,2,34.1,-117.974,NGA-W2
951,127,6.69,41.27000046,44.1,5,18.26,40,800,13.580008,4.7,17.5,267.13,103,2,33.965,-118.158,NGA-W2
952,127,6.69,12.39000034,18.36,5,15.11,40,880,13.580008,1.28,17.5,545.66,103,2,34.127,-118.405,NGA-W2
953,127,6.69,9.43999958,17.15,5,16.31,40,900,13.580008,1.5,17.5,355.81,103,2,34.132,-118.439,NGA-W2
954,127,6.69,19.10000038,19.74,5,-8.68,40,40,13.580008,0.26,17.5,550.11,103,2,34.286,-118.225,NGA-W2
955,127,6.69,64.62999725,65.43,5,9.94,40,1060,13.580008,3.66,17.5,322.75,103,2,33.916,-117.896,NGA-W2
956,127,6.69,59.34999847,61.96,5,22.46,40,880,13.580008,4.88,17.5,270.96,103,2,33.847,-118.018,NGA-W2
957,127,6.69,15.86999989,16.88,5,2.82,40,100,13.580008,0.38,17.5,581.93,103,2,34.204,-118.302,NGA-W2
958,127,6.69,34.77999878,40.34,5,40.25,40,880,13.580008,4.48,17.5,351.4,103,2,34.208,-119.079,NGA-W2
959,127,6.69,0,14.7,5,16.91,40,1020,13.580008,4.32,17.5,267.49,103,2,34.212,-118.606,NGA-W2
960,127,6.69,11.39000034,12.44,5,-11.39,40,940,13.580008,4.84,17.5,325.6,103,2,34.419,-118.426,NGA-W2
961,127,6.69,46.04999924,50.38,5,38.18,40,1680,13.580008,2.68,17.5,305.14,103,2,33.812,-118.27,NGA-W2
962,127,6.69,45.43999863,49.81,5,34.44,40,960,13.580008,3.66,17.5,160.58,103,2,33.836,-118.24,NGA-W2
963,127,6.69,20.11000061,20.72,5,-14.57,40,820,13.580008,1.62,17.5,450.28,103,2,34.564,-118.642,NGA-W2
964,127,6.69,42.95999908,47.04,5,26.34,40,980,13.580008,2.98,17.5,266.9,103,2,33.899,-118.196,NGA-W2
965,127,6.69,57.29000092,57.51,5,-6.52,40,820,13.580008,1.42,17.5,346.62,103,2,34.078,-117.871,NGA-W2
966,127,6.69,53.20999908,53.45,5,-5.19,40,320,13.580008,2.5,17.5,324.79,103,2,34.087,-117.915,NGA-W2
967,127,6.69,45.68000031,48.87,5,21.46,40,1100,13.580008,5.4,17.5,245.06,103,2,33.92,-118.137,NGA-W2
968,127,6.69,43.20000076,46.74,5,22.56,40,1300,13.580008,4.4,17.5,271.9,103,2,33.924,-118.167,NGA-W2
969,127,6.69,48.36999893,48.63,5,-9.93,40,100,13.580008,0.84,17.5,459.14,103,2,34.15,-117.939,NGA-W2
970,127,6.69,44.50999832,44.79,5,-0.63,40,460,13.580008,2.96,17.5,290.63,103,2,34.093,-118.019,NGA-W2
971,127,6.69,36.20000076,36.55,5,-36.2,40,60,13.580008,0.24,17.5,326.19,103,2,34.662,-118.387,NGA-W2
972,127,6.69,82.01000214,82.32,5,5.1,40,800,13.580008,2.6,17.5,367.54,103,2,33.869,-117.709,NGA-W2
973,127,6.69,63.72999954,66.64,5,27.53,40,980,13.580008,4.78,17.5,301.11,103,2,33.79,-118.012,NGA-W2
974,127,6.69,21.63999939,22.21,5,-0.29,40,100,13.580008,0.44,17.5,371.07,103,2,34.2,-118.231,NGA-W2
975,127,6.69,53.70999908,53.94,5,-11.47,40,880,13.580008,1.18,17.5,362.31,103,2,34.137,-117.883,NGA-W2
976,127,6.69,56.54999924,57.02,5,5.31,40,200,13.580008,2.62,17.5,337,103,2,33.99,-117.943,NGA-W2
977,127,6.69,144.6199951,144.71,5,-16.21,40,60,13.580008,0.26,17.5,290.93,103,2,33.731,-117.023,NGA-W2
978,127,6.69,17.81999969,23.07,5,16.83,40,1340,13.580008,2.64,17.5,347.7,103,2,34.088,-118.365,NGA-W2
979,127,6.69,66.43000031,69.5,5,35.03,40,1260,13.580008,4.06,17.5,270.54,103,2,33.727,-118.044,NGA-W2
980,127,6.69,74.69999695,77.45,5,38.82,40,860,13.580008,2.66,17.5,315.52,103,2,33.662,-117.997,NGA-W2
981,127,6.69,37.18000031,42.2,5,29.86,40,1100,13.580008,4.4,17.5,316.02,103,2,33.905,-118.279,NGA-W2
982,127,6.69,0,5.43,5,2.11,40,760,13.580008,4.56,17.5,373.07,103,2,34.312,-118.496,NGA-W2
983,127,6.69,0,5.43,5,2.11,40,760,13.580008,4.56,17.5,525.79,103,2,34.313,-118.498,NGA-W2
984,127,6.69,36.38999939,41.17,5,26.66,40,900,13.580008,6.2,17.5,301,103,2,33.929,-118.26,NGA-W2
985,127,6.69,23.5,29.88,5,24.08,40,1260,13.580008,4.26,17.5,297.07,103,2,34.009,-118.361,NGA-W2
986,127,6.69,12.92000008,22.5,5,23.99,40,780,13.580008,3.28,17.5,416.58,103,2,34.063,-118.463,NGA-W2
987,127,6.69,20.36000061,28.3,5,28.27,40,780,13.580008,3.58,17.5,321.91,103,2,34.001,-118.431,NGA-W2
988,127,6.69,15.52999973,23.41,5,21.78,40,860,13.580008,3.96,17.5,277.98,103,2,34.063,-118.418,NGA-W2
989,127,6.69,9.869999886,20.45,5,22.7,40,40,13.580008,0.44,17.5,740.05,103,2,34.086,-118.481,NGA-W2
990,127,6.69,35.02999878,36.62,5,10.61,40,900,13.580008,3.1,17.5,365.22,103,2,34.053,-118.171,NGA-W2
991,127,6.69,28.97999954,30.7,5,9.82,40,1000,13.580008,1,17.5,366.71,103,2,34.088,-118.222,NGA-W2
992,127,6.69,33.33000183,36.75,5,18.13,40,920,13.580008,6.82,17.5,283.14,103,2,34.004,-118.23,NGA-W2
993,127,6.69,25.65999985,27.26,5,8.36,40,120,13.580008,1,17.5,329.06,103,2,34.115,-118.244,NGA-W2
995,127,6.69,19.72999954,24.03,5,15.37,40,260,13.580008,2.54,17.5,316.46,103,2,34.09,-118.339,NGA-W2
996,127,6.69,12.42000008,20.81,5,20.17,40,60,13.580008,0.28,17.5,255,103,2,34.089,-118.435,NGA-W2
997,127,6.69,30.19000053,31.16,5,6.04,40,860,13.580008,1.36,17.5,364.91,103,2,34.111,-118.189,NGA-W2
998,127,6.69,23.39999962,26.73,5,14.11,40,220,13.580008,2.06,17.5,315.06,103,2,34.082,-118.298,NGA-W2
999,127,6.69,35.43000031,37.36,5,12.46,40,560,13.580008,4.16,17.5,349.43,103,2,34.037,-118.178,NGA-W2
1000,127,6.69,27.81999969,31.33,5,16.46,40,1240,13.580008,3.44,17.5,304.68,103,2,34.043,-118.271,NGA-W2
1001,127,6.69,29.52000046,33.99,5,20.44,40,820,13.580008,6.02,17.5,285.28,103,2,34.005,-118.279,NGA-W2
1002,127,6.69,27.88999939,32.27,5,19.32,40,1420,13.580008,4.82,17.5,301.93,103,2,34.021,-118.287,NGA-W2
1003,127,6.69,21.17000008,27.01,5,20.3,40,1100,13.580008,3.4,17.5,308.71,103,2,34.046,-118.355,NGA-W2
1004,127,6.69,0,8.44,5,7.18,40,840,13.580008,4.44,17.5,380.06,103,2,34.2489,-118.4789,NGA-W2
1005,127,6.69,28.81999969,31.48,5,13.73,40,140,13.580008,3.18,17.5,452.15,103,2,34.059,-118.246,NGA-W2
1006,127,6.69,13.80000019,22.49,5,22.34,40,880,13.580008,3.58,17.5,398.42,103,2,34.068,-118.439,NGA-W2
1007,127,6.69,32.38999939,34.2,5,11.09,40,2180,13.580008,2.38,17.5,332.28,103,2,34.062,-118.198,NGA-W2
1008,127,6.69,25.59000015,29.74,5,17.6,40,1520,13.580008,2.02,17.5,329.52,103,2,34.045,-118.298,NGA-W2
1011,127,6.69,15.10999966,20.29,5,15.12,40,3.700000048,13.580008,0.0305,17.5,1222.52,103,2,34.114,-118.38,NGA-W2
1012,127,6.69,9.869999886,19.07,5,19.49,40,40,13.580008,0.76,17.5,706.22,103,2,34.106,-118.454,NGA-W2
1013,127,6.69,0,5.92,5,3.18,40,720,13.580008,4.62,17.5,628.99,103,2,34.294,-118.483,NGA-W2
1014,127,6.69,53.93999863,57.68,5,38.68,40,140,13.580008,3.16,17.5,322,103,2,33.768,-118.196,NGA-W2
1015,127,6.69,47.79000092,51.89,5,31.8,40,980,13.580008,3.68,17.5,302.73,103,2,33.84,-118.194,NGA-W2
1016,127,6.69,17.80999947,18.5,5,-2.74,40,80,13.580008,0.38,17.5,411.55,103,2,34.238,-118.254,NGA-W2
1017,127,6.69,58.31999969,59.62,5,13.28,40,840,13.580008,3.14,17.5,338.27,103,2,33.921,-117.973,NGA-W2
1018,127,6.69,56.36000061,56.59,5,0.69,40,280,13.580008,2.4,17.5,339.52,103,2,34.026,-117.918,NGA-W2
1019,127,6.69,35.45999908,35.81,5,-35.24,40,40,13.580008,0.24,17.5,425.34,103,2,34.674,-118.43,NGA-W2
1020,127,6.69,20.77000046,21.36,5,-19.21,40,80,13.580008,0.88,17.5,602.1,103,2,34.571,-118.56,NGA-W2
1021,127,6.69,31.27000046,31.66,5,-30.65,40,40,13.580008,0.24,17.5,600.06,103,2,34.65,-118.478,NGA-W2
1022,127,6.69,31.29999924,31.69,5,-30.7,40,40,13.580008,0.24,17.5,523.54,103,2,34.65,-118.477,NGA-W2
1023,127,6.69,24.86000061,25.36,5,-22.8,40,40,13.580008,0.22,17.5,670.84,103,2,34.608,-118.558,NGA-W2
1024,127,6.69,53.56000137,56.91,5,26.55,40,1080,13.580008,6.18,17.5,267.35,103,2,33.846,-118.099,NGA-W2
1025,127,6.69,51.88000107,52.12,5,-51.88,40,80,13.580008,0.28,17.5,268.65,103,2,34.739,-118.214,NGA-W2
1026,127,6.69,34.31000137,39.91,5,33.9,40,1080,13.580008,3.18,17.5,311.86,103,2,33.897,-118.346,NGA-W2
1027,127,6.69,36.86000061,37.19,5,-36.86,40,60,13.580008,0.22,17.5,499.31,103,2,34.594,-118.242,NGA-W2
1028,127,6.69,36.90000153,37.24,5,-36.9,40,60,13.580008,0.22,17.5,435.64,103,2,34.595,-118.243,NGA-W2
1029,127,6.69,37,37.33,5,-37,40,60,13.580008,0.22,17.5,499.31,103,2,34.596,-118.243,NGA-W2
1030,127,6.69,37.22999954,37.57,5,-37.23,40,60,13.580008,0.24,17.5,421.46,103,2,34.598,-118.242,NGA-W2
1031,127,6.69,37.47000122,37.8,5,-37.47,40,40,13.580008,0.22,17.5,375.22,103,2,34.6,-118.241,NGA-W2
1032,127,6.69,37.70000076,38.03,5,-37.7,40,60,13.580008,0.24,17.5,327.44,103,2,34.604,-118.244,NGA-W2
1033,127,6.69,46.31000137,46.58,5,-39.51,40,40,13.580008,0.2,17.5,485.67,103,2,34.486,-117.98,NGA-W2
1034,127,6.69,26.77000046,33.67,5,45.15,40,60,13.580008,0.22,17.5,349.54,103,2,34.013,-118.8,NGA-W2
1035,127,6.69,33.56000137,39.29,5,37.05,40,600,13.580008,2.8,17.5,351.57,103,2,33.886,-118.389,NGA-W2
1036,127,6.69,85.27999878,85.43,5,-84.94,40,60,13.580008,0.24,17.5,331.74,103,2,35.07,-118.175,NGA-W2
1037,127,6.69,75.63999939,75.8,5,-72.51,40,60,13.580008,0.26,17.5,422.73,103,2,35.042,-118.377,NGA-W2
1038,127,6.69,43.22000122,45.03,5,13.74,40,1020,13.580008,4.22,17.5,316.01,103,2,33.99,-118.114,NGA-W2
1039,127,6.69,16.92000008,24.76,5,23.09,40,840,13.580008,4.44,17.5,341.58,103,2,34.288,-118.881,NGA-W2
1040,127,6.69,71.30000305,71.47,5,-31.45,40,60,13.580008,0.26,17.5,444.74,103,2,34.233,-117.661,NGA-W2
1041,127,6.69,35.52999878,35.88,5,-11.08,40,40,13.580008,0.28,17.5,680.37,103,2,34.224,-118.057,NGA-W2
1042,127,6.69,7.889999866,12.51,5,9.14,40,980,13.580008,3.78,17.5,326.47,103,2,34.194,-118.412,NGA-W2
1043,127,6.69,51.61000061,51.85,5,-46.52,40,60,13.580008,0.3,17.5,337.63,103,2,34.848,-118.536,NGA-W2
1044,127,6.69,3.160000086,5.92,5,-3.16,40,840,13.580008,3.14,17.5,269.14,103,2,34.387,-118.533,NGA-W2
1045,127,6.69,2.109999895,5.48,5,0.79,40,780,13.580008,2.38,17.5,285.93,103,2,34.391,-118.622,NGA-W2
1046,127,6.69,83.01000214,85.49,5,36.75,40,980,13.580008,4.48,17.5,339.6,103,2,33.634,-117.902,NGA-W2
1047,127,6.69,82.02999878,84.54,5,39.22,40,980,13.580008,4.48,17.5,340.65,103,2,33.623,-117.931,NGA-W2
1048,127,6.69,0,12.09,5,12.85,40,1000,13.580008,4.6,17.5,280.86,103,2,34.209,-118.517,NGA-W2
1049,127,6.69,13.34000015,24.08,5,30.42,40,800,13.580008,1.5,17.5,191.06,103,2,34.042,-118.554,NGA-W2
1052,127,6.69,5.260000229,7.26,5,-2.28,40,920,13.580008,4.02,17.5,508.08,103,2,34.296,-118.375,NGA-W2
1053,127,6.69,41.36999893,41.67,5,-40.86,40,60,13.580008,0.24,17.5,551.56,103,2,34.581,-118.135,NGA-W2
1054,127,6.69,5.539999962,7.46,5,-5.31,40,800,13.580008,2.1,17.5,325.67,103,2,34.435,-118.582,NGA-W2
1055,127,6.69,35.77000046,36.12,5,-4.78,40,80,13.580008,1.06,17.5,397.27,103,2,34.168,-118.078,NGA-W2
1056,127,6.69,85.75,85.9,5,-60.37,40,60,13.580008,0.26,17.5,333.41,103,2,34.467,-117.52,NGA-W2
1057,127,6.69,24.42000008,31.74,5,32.18,40,780,13.580008,3.38,17.5,345.72,103,2,33.96,-118.432,NGA-W2
1058,127,6.69,36.61000061,41.93,5,48.94,40,740,13.580008,4.44,17.5,527.7,103,2,34.109,-119.065,NGA-W2
1059,127,6.69,47.58000183,51.78,5,52.35,40,760,13.580008,4.56,17.5,248.98,103,2,34.145,-119.206,NGA-W2
1060,127,6.69,79.83000183,79.99,5,-29.5,40,60,13.580008,0.28,17.5,509.1,103,2,34.169,-117.579,NGA-W2
1061,127,6.69,48.02000046,52.18,5,50.59,40,100,13.580008,0.58,17.5,580.03,103,2,33.746,-118.396,NGA-W2
1062,127,6.69,50.47000122,54.45,5,48.16,40,60,13.580008,0.32,17.5,508.83,103,2,33.74,-118.335,NGA-W2
1063,127,6.69,0,6.5,5,4.16,40,780,13.580008,4.28,17.5,282.25,103,2,34.281,-118.478,NGA-W2
1064,127,6.69,98.83000183,98.95,5,-15.66,40,60,13.580008,0.24,17.5,389.95,103,2,33.951,-117.446,NGA-W2
1065,127,6.69,44.88999939,49.32,5,44.76,40,60,13.580008,0.72,17.5,473.25,103,2,33.787,-118.356,NGA-W2
1066,127,6.69,64.59999847,64.8,5,-64.6,40,60,13.580008,0.28,17.5,320.75,103,2,34.87,-118.206,NGA-W2
1067,127,6.69,103.0400009,103.16,5,-43.62,40,60,13.580008,0.32,17.5,336.92,103,2,34.183,-117.321,NGA-W2
1069,127,6.69,108.1800003,108.29,5,-34.01,40,80,13.580008,0.46,17.5,296.97,103,2,34.065,-117.292,NGA-W2
1070,127,6.69,38.86000061,39.31,5,3.2,40,680,13.580008,2.08,17.5,401.37,103,2,34.091,-118.093,NGA-W2
1071,127,6.69,147.4700012,147.55,5,-24.71,40,80,13.580008,1.54,17.5,306.76,103,2,33.787,-116.958,NGA-W2
1072,127,6.69,34.54999924,35.02,5,2.76,40,840,13.580008,1.64,17.5,379.43,103,2,34.115,-118.13,NGA-W2
1073,127,6.69,53.24000168,57.03,5,48.58,40,60,13.580008,0.46,17.5,477.92,103,2,33.722,-118.309,NGA-W2
1074,127,6.69,41.25999832,41.56,5,-27.51,40,40,13.580008,0.22,17.5,421,103,2,34.743,-118.724,NGA-W2
1075,127,6.69,107.1999969,109.13,5,57,40,760,13.580008,3.66,17.5,312.98,103,2,34.422,-119.851,NGA-W2
1076,127,6.69,48.06000137,50.22,5,16.74,40,1100,13.580008,3.3,17.5,339.06,103,2,33.944,-118.087,NGA-W2
1077,127,6.69,17.28000069,26.45,5,30.21,40,780,13.580008,3.18,17.5,336.2,103,2,34.011,-118.49,NGA-W2
1078,127,6.69,1.690000057,16.74,5,20.08,40,780,13.580008,4.38,17.5,715.12,103,2,34.232,-118.71,NGA-W2
1079,127,6.69,61.45999908,64.76,5,34.19,40,760,13.580008,5.26,17.5,296.62,103,2,33.757,-118.084,NGA-W2
1080,127,6.69,0,13.42,5,14.92,40,740,13.580008,4.34,17.5,557.42,103,2,34.264,-118.666,NGA-W2
1082,127,6.69,5.590000153,10.05,5,7.03,40,900,13.580008,4.5,17.5,320.93,103,2,34.221,-118.421,NGA-W2
1083,127,6.69,12.38000011,13.35,5,-3.26,40,60,13.580008,0.28,17.5,402.16,103,2,34.269,-118.303,NGA-W2
1084,127,6.69,0,5.35,5,1.91,40,840,13.580008,4.54,17.5,251.24,103,2,34.311,-118.49,NGA-W2
1085,127,6.69,0,5.19,5,1.38,40,840,13.580008,5.04,17.5,370.52,103,2,34.312,-118.481,NGA-W2
1086,127,6.69,1.74000001,5.3,5,-1.74,40,920,13.580008,4.52,17.5,440.54,103,2,34.326,-118.444,NGA-W2
1087,127,6.69,0.370000005,15.6,5,18.31,40,820,13.580008,1.42,17.5,257.21,103,2,34.16,-118.534,NGA-W2
1088,127,6.69,53.43000031,57.2,5,45.29,40,100,13.580008,1.26,17.5,260.6,103,2,33.736,-118.269,NGA-W2
1089,127,6.69,10.31000042,22.28,5,28.7,40,100,13.580008,0.7,17.5,505.97,103,2,34.084,-118.6,NGA-W2
1090,127,6.69,81.66000366,83.72,5,24.07,40,900,13.580008,2.7,17.5,303.09,103,2,33.7278,-117.824,NGA-W2
1091,127,6.69,23.10000038,23.64,5,-23.1,40,10.76000023,13.580008,0.22,17.5,996.43,103,2,34.492,-118.327,NGA-W2
1092,127,6.69,54.27999878,58,5,44.13,40,860,13.580008,4.46,17.5,358.95,103,2,34.276,-119.293,NGA-W2
1093,127,6.69,76.37999725,77.56,5,15.01,40,880,13.580008,2.88,17.5,416.93,103,2,33.821,-117.818,NGA-W2
1094,127,6.69,51.45999908,51.7,5,-1.2,40,660,13.580008,3.56,17.5,334.69,103,2,34.064,-117.952,NGA-W2
1095,127,6.69,48.36000061,49.1,5,7.2,40,1240,13.580008,2.54,17.5,511.83,103,2,34.015,-118.029,NGA-W2
1096,127,6.69,64.45999908,64.66,5,-41.59,40,40,13.580008,0.22,17.5,662.7,103,2,34.381,-117.737,NGA-W2
1097,127,6.69,81.54000092,81.69,5,-44.78,40,60,13.580008,0.26,17.5,506,103,2,34.314,-117.545,NGA-W2
1098,127,6.69,71.51000214,71.69,5,-44.36,40,40,13.580008,0.24,17.5,476.64,103,2,34.369,-117.658,NGA-W2
1180,137,7.62,24.95999908,24.96,0,-24.6,33,592.4726563,32.67383,2.6489391,8,235.13,55,3,23.7192,120.4125,NGA-W2
1181,137,7.62,47.31999969,47.32,0,-37.48,33,488.4014587,32.67383,2.2748032,8,271.3,55,3,23.6013,120.1715,NGA-W2
1182,137,7.62,9.760000229,9.76,0,-4.21,33,255.6759338,32.67383,1.4381549,8,438.19,55,3,23.5815,120.552,NGA-W2
1183,137,7.62,40.43000031,40.43,0,-21.97,33,686.9158936,32.67383,2.9884627,8,210.73,55,3,23.4853,120.2692,NGA-W2
1184,137,7.62,19.93000031,19.96,0,2.43,33,157.6056213,32.67383,1.0855923,8,538.69,55,3,23.4653,120.544,NGA-W2
1185,137,7.62,59.04000092,59.04,0,-22.27,33,745.1657715,32.67383,3.1978712,8,198.4,55,3,23.3328,120.1523,NGA-W2
1186,137,7.62,33.18999863,34.18,0,16.34,33,349.4828491,32.67383,1.7753909,8,347.63,55,3,23.2963,120.5828,NGA-W2
1187,137,7.62,38.13000107,38.13,0,-2.32,33,615.2156982,32.67383,2.7307005,8,228.66,55,3,23.355,120.4052,NGA-W2
1188,137,7.62,66.63999939,66.64,0,-15.19,33,732.8717651,32.67383,3.1536741,8,200.86,55,3,23.2212,120.1532,NGA-W2
1189,137,7.62,59.09000015,59.09,0,-5.09,33,786.7930908,32.67383,3.3475213,8,190.57,55,3,23.2147,120.268,NGA-W2
1190,137,7.62,49.97999954,50.53,0,14.83,33,215.3912964,32.67383,1.2933316,8,497.53,55,3,23.1795,120.4778,NGA-W2
1191,137,7.62,63.20999908,64.15,0,21.87,33,128.2325287,32.67383,0.9799959,8,564.07,55,3,23.0457,120.4615,NGA-W2
1192,137,7.62,81.06999969,81.28,0,11.57,33,468.5238037,32.67383,2.203343,8,279.78,55,3,22.9655,120.28,NGA-W2
1193,137,7.62,9.619999886,9.62,0,-9.62,33,264.15271,32.67383,1.4686289,8,427.73,55,3,23.757,120.6062,NGA-W2
1194,137,7.62,19.06999969,19.07,0,-19.07,33,473.7280884,32.67383,2.2220526,8,277.5,55,3,23.7795,120.5137,NGA-W2
1195,137,7.62,29.52000046,29.52,0,-29.52,33,624.9738159,32.67383,2.765781,8,226.01,55,3,23.7987,120.4113,NGA-W2
1196,137,7.62,41.99000168,41.99,0,-40.6,33,690.0971069,32.67383,2.999899,8,210.01,55,3,23.752,120.2468,NGA-W2
1197,137,7.62,3.119999886,3.12,0,-2.92,33,152.5684509,32.67383,1.0674837,8,542.61,55,3,23.632,120.6052,NGA-W2
1198,137,7.62,10.96000004,10.96,0,-8.23,33,149.9139862,32.67383,1.0579408,8,544.74,55,3,23.6135,120.5282,NGA-W2
1199,137,7.62,35.43000031,35.43,0,-26.07,33,775.0209351,32.67383,3.3052,8,192.71,55,3,23.5799,120.291,NGA-W2
1200,137,7.62,43.81999969,43.82,0,-29.99,33,749.0878906,32.67383,3.211971,8,197.63,55,3,23.5407,120.2153,NGA-W2
1201,137,7.62,14.81999969,14.82,0,-1.06,33,311.2849426,32.67383,1.6380694,8,378.75,55,3,23.5212,120.5443,NGA-W2
1202,137,7.62,12.60000038,12.65,0,2.35,33,119.4817352,32.67383,0.9485369,8,573.04,55,3,23.52,120.584,NGA-W2
1203,137,7.62,16.04000092,16.04,0,-11.99,33,599.3099365,32.67383,2.6735194,8,233.14,55,3,23.6073,120.4788,NGA-W2
1204,137,7.62,31.87000084,31.87,0,-17.89,33,731.1513062,32.67383,3.147489,8,201.21,55,3,23.5207,120.344,NGA-W2
1205,137,7.62,19.37000084,19.83,0,8.45,33,218.5101013,32.67383,1.3045439,8,492.26,55,3,23.4388,120.5957,NGA-W2
1206,137,7.62,27.46999931,28.17,0,12.48,33,61.25534821,32.67383,0.73921293,8,665.2,55,3,23.3583,120.5833,NGA-W2
1207,137,7.62,55.13000107,55.13,0,-24.48,33,765.5668945,32.67383,3.2712128,8,194.47,55,3,23.3832,120.1635,NGA-W2
1208,137,7.62,24.10000038,24.1,0,-5.08,33,252.5894165,32.67383,1.4270589,8,442.15,55,3,23.4765,120.4632,NGA-W2
1209,137,7.62,24.12999916,24.13,0,-7.55,33,849.7991333,32.67383,3.5740278,8,169.52,55,3,23.4938,120.4468,NGA-W2
1210,137,7.62,44.74000168,44.76,0,2.63,33,157.2914429,32.67383,1.0844628,8,538.93,55,3,23.2803,120.4083,NGA-W2
1211,137,7.62,38.70000076,39.02,0,9.98,33,119.4817352,32.67383,0.9485369,8,573.04,55,3,23.2878,120.501,NGA-W2
1212,137,7.62,48.49000168,48.49,0,-7.41,33,849.7991333,32.67383,3.5740278,8,172.1,55,3,23.3077,120.3097,NGA-W2
1213,137,7.62,54.29999924,54.3,0,-8.34,33,625.8709106,32.67383,2.7690058,8,225.77,55,3,23.2698,120.2705,NGA-W2
1214,137,7.62,56.66999817,56.93,0,10.98,33,278.3504028,32.67383,1.5196698,8,411.46,55,3,23.1495,120.4098,NGA-W2
1215,137,7.62,59.79000092,59.8,0,1.89,33,493.3539734,32.67383,2.2926073,8,269.28,55,3,23.1725,120.3192,NGA-W2
1216,137,7.62,73.26000214,73.26,0,-17.14,33,783.9040527,32.67383,3.337135,8,191.09,55,3,23.184,120.1025,NGA-W2
1217,137,7.62,68.86000061,68.86,0,-1.85,33,614.272583,32.67383,2.7273097,8,228.92,55,3,23.1243,120.2392,NGA-W2
1218,137,7.62,57.5,58.75,0,24.07,33,157.6056213,32.67383,1.0855923,8,538.69,55,3,23.0768,120.5107,NGA-W2
1219,137,7.62,56.93000031,57.5,0,16.15,33,95.35483551,32.67383,0.8618006,8,602.63,55,3,23.1213,120.45,NGA-W2
1220,137,7.62,71.94000244,72.23,0,12.8,33,554.7255859,32.67383,2.5132384,8,246.88,55,3,23.027,120.3402,NGA-W2
1221,137,7.62,82.77999878,83.43,0,20.81,33,545.4000244,32.67383,2.4797132,8,250,55,3,22.906,120.345,NGA-W2
1222,137,7.62,89.37999725,89.48,0,8.29,33,681.4966431,32.67383,2.9689806,8,211.97,55,3,22.9205,120.2078,NGA-W2
1223,137,7.62,83.55999756,83.56,0,1.32,33,617.730835,32.67383,2.7397423,8,227.97,55,3,22.999,120.1837,NGA-W2
1224,137,7.62,86.01000214,86.02,0,2.72,33,630.9588623,32.67383,2.787297,8,224.42,55,3,22.9737,120.1815,NGA-W2
1225,137,7.62,83.54000092,83.61,0,6.88,33,502.9878235,32.67383,2.3272412,8,265.45,55,3,22.971,120.2286,NGA-W2
1226,137,7.62,78.73999786,78.74,0,-4.43,33,722.7014771,32.67383,3.117112,8,202.95,55,3,23.0648,120.1645,NGA-W2
1227,137,7.62,0.699999988,10.8,0,21.56,33,62,32.67383,0.74189,8,553.43,55,3,23.5103,120.8052,NGA-W2
1228,137,7.62,42.15000153,42.15,0,-35.56,33,849.7991333,32.67383,3.5740278,8,169.84,55,3,23.638,120.2217,NGA-W2
1229,137,7.62,77.19000244,77.2,0,2.51,33,849.7991333,32.67383,3.5740278,8,160.67,55,3,23.0402,120.2283,NGA-W2
1230,137,7.62,46.59000015,47.52,0,18.74,33,119.4817352,32.67383,0.9485369,8,573.04,55,3,23.1848,120.528,NGA-W2
1231,137,7.62,0.109999999,2.69,0,5.37,33,216.1651764,32.67383,1.2961137,8,496.21,55,3,23.5972,120.6777,NGA-W2
1232,137,7.62,41.36000061,41.67,0,10.19,33,119.4817352,32.67383,0.9485369,8,573.04,55,3,23.267,120.488,NGA-W2
1233,137,7.62,36.09000015,36.09,0,-34.56,33,769.7318115,32.67383,3.286186,8,193.69,55,3,23.7237,120.2975,NGA-W2
1234,137,7.62,27.56999969,28.42,0,13.77,33,61.25534821,32.67383,0.73921293,8,665.2,55,3,23.351,120.5932,NGA-W2
