RSN,EQID,magnitude,Rjb,Rrup,Ztor,Rx,dip,Z1,rup_width,Z2pt5,D_hyp,Vs30,rake,mechanism,Station_latitude,Station_longitude,database
700,113,5.99,38.24000168,41.22,14.5,5.15,30,820,7.1994615,1.42,14.6,257.21,150,3,34.16,-118.534,NGA-W2
701,113,5.99,37.66999817,40.36,14.5,-37.17,30,100,7.1994615,1.26,14.6,260.6,150,3,33.736,-118.269,NGA-W2
702,113,5.99,33.06999969,36.11,14.5,-29.12,30,200,7.1994615,1.68,14.6,289.04,150,3,33.822,-118.356,NGA-W2
703,113,5.99,47.25,50.39,14.5,44.79,30,10.76000023,7.1994615,0.22,14.6,996.43,150,3,34.492,-118.327,NGA-W2
704,113,5.99,31.12999916,34.34,14.5,-20.6,30,880,7.1994615,2.88,14.6,416.93,150,3,33.821,-117.818,NGA-W2
705,113,5.99,6.420000076,16.32,14.5,3.85,30,660,7.1994615,3.56,14.6,334.69,150,3,34.064,-117.952,NGA-W2
706,113,5.99,2.599999905,14.73,14.5,-2.6,30,1420,7.1994615,4.62,14.6,298.68,150,3,34.02,-118.053,NGA-W2
707,114,5.27,3.630000114,12.01,10.981,4.87,70,1500,4.601506,3.7,13.3,549.75,140,3,34.07,-118.15,NGA-W2
708,114,5.27,10.77000046,15.38,10.981,-2.1,70,80,4.601506,0.72,13.3,375.16,140,3,34.177,-118.096,NGA-W2
709,114,5.27,14.36999989,18.66,10.981,9.25,70,1300,4.601506,4.4,13.3,271.9,140,3,33.924,-118.167,NGA-W2
710,114,5.27,22.20999908,25.72,10.981,19.8,70,1100,4.601506,4.4,13.3,316.02,140,3,33.905,-118.279,NGA-W2
711,114,5.27,19.12000084,22.98,10.981,17.6,70,900,4.601506,6.2,13.3,301,140,3,33.929,-118.26,NGA-W2
712,114,5.27,23.97999954,27.5,10.981,25.22,70,1260,4.601506,4.26,13.3,297.07,140,3,34.009,-118.361,NGA-W2
713,114,5.27,20.98999977,24.76,10.981,21.63,70,260,4.601506,2.54,13.3,316.46,140,3,34.09,-118.339,NGA-W2
714,114,5.27,6.820000172,13.62,10.981,8.05,70,560,4.601506,4.16,13.3,349.43,140,3,34.037,-118.178,NGA-W2
715,114,5.27,16.45000076,19.78,10.981,-6.54,70,40,4.601506,0.28,13.3,680.37,140,3,34.224,-118.057,NGA-W2
716,114,5.27,4.420000076,12,10.981,2.19,70,840,4.601506,1.64,13.3,379.43,140,3,34.115,-118.13,NGA-W2
717,114,5.27,39.95000076,42.45,10.981,37.94,70,820,4.601506,1.42,13.3,257.21,140,3,34.16,-118.534,NGA-W2
731,118,6.93,41.70999908,41.88,3.85,-7.29,70,557.7000122,12.915166,1.3087,17.48,391.91,140,3,37.465,-122.342,NGA-W2
732,118,6.93,43.06000137,43.23,3.85,-17.48,70,87.90000153,12.915166,0.84190005,17.48,133.11,140,3,37.528,-122.256,NGA-W2
733,118,6.93,52.52999878,52.68,3.85,-38.23,70,102.5999985,12.915166,0.8722,17.48,271.06,140,3,37.657,-122.082,NGA-W2
734,118,6.93,52.38999939,52.53,3.85,-39.36,70,30,12.915166,0.62684995,17.48,517.06,140,3,37.657,-122.061,NGA-W2
735,118,6.93,41.68000031,41.86,3.85,-10.53,70,103,12.915166,0.87520003,17.48,415.27,140,3,37.484,-122.313,NGA-W2
736,118,6.93,40.84999847,41.03,3.85,-8.92,70,596.0999756,12.915166,1.0009,17.48,449.64,140,3,37.47,-122.32,NGA-W2
737,118,6.93,24.27000046,24.57,3.85,-22.45,70,593.0999756,12.915166,0.84940004,17.48,239.69,140,3,37.397,-121.952,NGA-W2
738,118,6.93,70.90000153,71,3.85,-37.55,70,146.3999939,12.915166,0.842,17.48,190,140,3,37.785,-122.303,NGA-W2
739,118,6.93,19.89999962,20.26,3.85,-19.9,70,567.0999756,12.915166,0.8175,17.48,488.77,140,3,37.166,-121.628,NGA-W2
740,118,6.93,19.89999962,20.26,3.85,-19.9,70,567.0999756,12.915166,0.8175,17.48,488.77,140,3,37.166,-121.628,NGA-W2
741,118,6.93,3.849999905,10.72,3.85,10,70,191.1000061,12.915166,0.669,17.48,476.54,140,3,37.047,-121.984,NGA-W2
742,118,6.93,61.15000153,61.71,3.85,7.41,70,254.585083,12.915166,1.4342334,17.48,439.58,140,3,36.573,-121.184,NGA-W2
743,118,6.93,66.88999939,67.52,3.85,8.71,70,418.6976929,12.915166,2.024218,17.48,304.08,140,3,36.532,-121.143,NGA-W2
744,118,6.93,50.70999908,50.99,3.85,3.6,70,373.0736084,12.915166,1.8601996,17.48,331.21,140,3,36.658,-121.249,NGA-W2
745,118,6.93,71.27999878,71.39,3.85,-0.08,70,268.3278809,12.915166,1.4836388,17.48,422.79,140,3,36.569,-121.043,NGA-W2
746,118,6.93,53.45999908,53.6,3.85,-0.7,70,298.1813965,12.915166,1.5909622,17.48,391.01,140,3,36.673,-121.195,NGA-W2
747,118,6.93,68.22000122,69.38,3.85,15.04,70,40,12.915166,0.22,17.48,509.87,140,3,36.483,-121.18,NGA-W2
748,118,6.93,43.93999863,44.11,3.85,-13.26,70,95.69999695,12.915166,0.8463,17.48,627.59,140,3,37.512,-122.308,NGA-W2
749,118,6.93,78.31999969,78.41,3.85,-48.42,70,347.6000061,12.915166,3.3426,17.48,512.27,140,3,37.87,-122.24,NGA-W2
750,118,6.93,79.16000366,79.25,3.85,-48.47,70,583.5999756,12.915166,3.3611002,17.48,623.52,140,3,37.876,-122.249,NGA-W2
751,118,6.93,35.27999878,35.49,3.85,-35.16,70,0,12.915166,0.8781,17.48,571.99,140,3,37.452,-121.807,NGA-W2
752,118,6.93,8.649999619,15.23,3.85,14.8,70,197.6999969,12.915166,0.6956,17.48,288.62,140,3,36.973,-121.953,NGA-W2
753,118,6.93,0.159999996,3.85,3.85,-0.16,70,564.2000122,12.915166,0.86120003,17.48,462.24,140,3,37.05,-121.803,NGA-W2
754,118,6.93,20.44000053,20.8,3.85,-20.44,70,339.6000061,12.915166,0.945,17.48,295.01,140,3,37.124,-121.551,NGA-W2
755,118,6.93,19.96999931,20.34,3.85,-19.97,70,553.4000244,12.915166,0.82640004,17.48,561.43,140,3,37.118,-121.55,NGA-W2
756,118,6.93,58.68000031,58.8,3.85,-50.91,70,595.0999756,12.915166,3.3941002,17.48,318.31,140,3,37.709,-121.932,NGA-W2
757,118,6.93,35.31000137,35.52,3.85,-20.81,70,190.3999939,12.915166,0.84190005,17.48,238.06,140,3,37.492,-122.136,NGA-W2
758,118,6.93,76.87000275,76.97,3.85,-43.18,70,95.19999695,12.915166,0.84940004,17.48,198.74,140,3,37.844,-122.295,NGA-W2
759,118,6.93,43.77000046,43.94,3.85,-20.33,70,168.3999939,12.915166,0.842,17.48,116.35,140,3,37.545,-122.231,NGA-W2
760,118,6.93,45.41999817,45.58,3.85,-20.29,70,168.3999939,12.915166,0.842,17.48,126.4,140,3,37.555,-122.248,NGA-W2
761,118,6.93,39.65999985,39.85,3.85,-35.81,70,345,12.915166,3.4722,17.48,284.79,140,3,37.535,-121.929,NGA-W2
762,118,6.93,39.31999969,39.51,3.85,-35.91,70,345.2999878,12.915166,3.4973001,17.48,367.57,140,3,37.53,-121.919,NGA-W2
763,118,6.93,9.18999958,9.96,3.85,-6.3,70,15,12.915166,0.8222,17.48,729.65,140,3,36.973,-121.568,NGA-W2
764,118,6.93,10.27000046,10.97,3.85,-9.4,70,73.40000153,12.915166,0.7996,17.48,308.55,140,3,37.009,-121.569,NGA-W2
766,118,6.93,10.38000011,11.07,3.85,-7.75,70,198,12.915166,0.7995,17.48,270.84,140,3,36.982,-121.556,NGA-W2
767,118,6.93,12.22999954,12.82,3.85,-9.29,70,498.8999939,12.915166,0.7996,17.48,349.85,140,3,36.987,-121.536,NGA-W2
768,118,6.93,13.81000042,14.34,3.85,-11.28,70,520.7000122,12.915166,0.79209995,17.48,221.78,140,3,37.001,-121.522,NGA-W2
769,118,6.93,17.92000008,18.33,3.85,-15.56,70,318,12.915166,1.5899,17.48,663.31,140,3,37.026,-121.484,NGA-W2
770,118,6.93,22.35000038,22.68,3.85,-18.92,70,222,12.915166,0.9177,17.48,333.85,140,3,37.033,-121.434,NGA-W2
771,118,6.93,79.70999908,79.81,3.85,-30.28,70,88,12.915166,0.8358,17.48,584.17,140,3,37.808,-122.476,NGA-W2
772,118,6.93,30.25,30.49,3.85,-30.25,70,342.1000061,12.915166,3.4658,17.48,281.61,140,3,37.338,-121.714,NGA-W2
773,118,6.93,54.00999832,54.15,3.85,-39.15,70,44,12.915166,0.8721,17.48,337.88,140,3,37.67,-122.086,NGA-W2
774,118,6.93,54.97000122,55.11,3.85,-40.16,70,0,12.915166,0,17.48,735.44,140,3,37.679,-122.082,NGA-W2
775,118,6.93,29.54000092,30.24,3.85,5.16,70,200,12.915166,0.726,17.48,621.2,140,3,36.765,-121.446,NGA-W2
776,118,6.93,27.67000008,27.93,3.85,-4.8,70,492.2000122,12.915166,2.7915,17.48,282.14,140,3,36.848,-121.397,NGA-W2
777,118,6.93,27.32999992,27.6,3.85,-4.81,70,389.2999878,12.915166,2.8428001,17.48,198.77,140,3,36.85,-121.4,NGA-W2
778,118,6.93,24.52000046,24.82,3.85,-7.41,70,499.2000122,12.915166,2.5693998,17.48,215.54,140,3,36.888,-121.413,NGA-W2
779,118,6.93,0,3.88,3.85,0.45,70,445.2000122,12.915166,3.3906999,17.48,594.83,140,3,37.172,-122.01,NGA-W2
780,118,6.93,94.55999756,94.64,3.85,-40.73,70,40,12.915166,0.84959996,17.48,169.72,140,3,37.946,-122.508,NGA-W2
781,118,6.93,48.24000168,48.39,3.85,-11.9,70,0,12.915166,0.8523,17.48,586.08,140,3,37.529,-122.361,NGA-W2
782,118,6.93,39.68999863,44.35,3.85,44.71,70,219.8000031,12.915166,0.7182,17.48,638.63,140,3,36.597,-121.897,NGA-W2
783,118,6.93,74.16000366,74.26,3.85,-39.43,70,168.3999939,12.915166,0.842,17.48,248.62,140,3,37.813,-122.314,NGA-W2
784,118,6.93,72.08999634,72.2,3.85,-41.34,70,153.8000031,12.915166,0.8495,17.48,306.3,140,3,37.806,-122.267,NGA-W2
785,118,6.93,117.0199966,117.08,3.85,-33.85,70,0,12.915166,0.8722,17.48,418.07,140,3,38.043,-122.797,NGA-W2
786,118,6.93,30.55999947,30.81,3.85,-18.68,70,366.1000061,12.915166,0.842,17.48,209.87,140,3,37.453,-122.112,NGA-W2
787,118,6.93,30.62000084,30.86,3.85,-10.47,70,514.2000122,12.915166,0.84470004,17.48,425.3,140,3,37.42,-122.21,NGA-W2
788,118,6.93,72.90000153,73,3.85,-44.44,70,3.99000001,12.915166,0.86609995,17.48,895.36,140,3,37.821,-122.234,NGA-W2
790,118,6.93,87.77999878,87.87,3.85,-48.66,70,73.30000305,12.915166,0.8721,17.48,259.9,140,3,37.935,-122.342,NGA-W2
791,118,6.93,33.93999863,34.32,3.85,3.39,70,594.0999756,12.915166,3.3715,17.48,608.67,140,3,36.753,-121.395,NGA-W2
792,118,6.93,68.05000305,68.16,3.85,-28.12,70,0,12.915166,0.84959996,17.48,362.4,140,3,37.728,-122.385,NGA-W2
793,118,6.93,78.58000183,78.68,3.85,-25.65,70,0,12.915166,0.8647,17.48,614.57,140,3,37.778,-122.513,NGA-W2
794,118,6.93,71.23000336,71.33,3.85,-26.65,70,29.39999962,12.915166,0.87520003,17.48,582.9,140,3,37.74,-122.432,NGA-W2
795,118,6.93,75.95999908,76.05,3.85,-31.22,70,4.119999886,12.915166,0.8735,17.48,1249.86,140,3,37.79,-122.429,NGA-W2
796,118,6.93,77.33999634,77.43,3.85,-29.89,70,45,12.915166,0.85090005,17.48,594.47,140,3,37.792,-122.457,NGA-W2
797,118,6.93,74.04000092,74.14,3.85,-32.91,70,12.01000023,12.915166,0.8647,17.48,873.1,140,3,37.786,-122.391,NGA-W2
798,118,6.93,76.40000153,76.5,3.85,-33.49,70,0,12.915166,0.872,17.48,585.23,140,3,37.803,-122.408,NGA-W2
799,118,6.93,58.52000046,58.65,3.85,-18.09,70,73.19999695,12.915166,0.84940004,17.48,190.14,140,3,37.622,-122.398,NGA-W2
800,118,6.93,28.65999985,32.78,3.85,24.19,70,615.5,12.915166,1.319,17.48,279.56,140,3,36.671,-121.642,NGA-W2
801,118,6.93,14.18000031,14.69,3.85,-14.18,70,5.510000229,12.915166,0.8706,17.48,671.77,140,3,37.21,-121.803,NGA-W2
802,118,6.93,7.579999924,8.5,3.85,-5.69,70,44.09999847,12.915166,0.7947,17.48,380.89,140,3,37.255,-122.031,NGA-W2
803,118,6.93,8.479999542,9.31,3.85,-7.5,70,595.5999756,12.915166,3.4191,17.48,347.9,140,3,37.262,-122.009,NGA-W2
804,118,6.93,63.02999878,63.15,3.85,-23.29,70,3.99000001,12.915166,0.84959996,17.48,1020.62,140,3,37.675,-122.388,NGA-W2
806,118,6.93,23.92000008,24.23,3.85,-18.92,70,498,12.915166,0.8495,17.48,267.71,140,3,37.402,-122.025,NGA-W2
807,118,6.93,47.40999985,47.57,3.85,-43.91,70,330.3999939,12.915166,1.4318,17.48,400.62,140,3,37.597,-121.88,NGA-W2
808,118,6.93,77.31999969,77.42,3.85,-37.31,70,95.19999695,12.915166,0.842,17.48,155.11,140,3,37.825,-122.373,NGA-W2
809,118,6.93,12.14999962,18.51,3.85,18.3,70,199.3999939,12.915166,0.7015,17.48,713.59,140,3,37.001,-122.062,NGA-W2
810,118,6.93,12.03999996,18.41,3.85,18.19,70,192,12.915166,0.694,17.48,713.59,140,3,37.001,-122.06,NGA-W2
811,118,6.93,11.02999973,17.47,3.85,17.19,70,197.8999939,12.915166,0.7255,17.48,388.33,140,3,36.972,-121.995,NGA-W2
812,118,6.93,33.86999893,34.09,3.85,-8.66,70,198.6000061,12.915166,0.87520003,17.48,453.98,140,3,37.429,-122.258,NGA-W2
813,118,6.93,75.06999969,75.17,3.85,-36.37,70,22,12.915166,0.9008,17.48,659.81,140,3,37.807,-122.361,NGA-W2
832,125,7.28,69.20999908,69.21,0,69.21,90,60,16.054619,0.26,7,382.93,180,0,34.56,-115.743,NGA-W2
833,125,7.28,144.8999939,144.9,0,-142.52,90,1200,16.054619,5.1,7,269.29,180,0,33.817,-117.951,NGA-W2
834,125,7.28,137.25,137.25,0,-133.78,90,820,16.054619,1.72,7,330.5,180,0,34.127,-118.059,NGA-W2
835,125,7.28,135.2200012,135.22,0,-131.96,90,800,16.054619,1.8,7,367.53,180,0,34.13,-118.036,NGA-W2
836,125,7.28,87.94000244,87.94,0,87.51,90,60,16.054619,0.24,7,324.62,180,0,35.271,-116.066,NGA-W2
837,125,7.28,131.9199982,131.92,0,-129.85,90,240,16.054619,2.78,7,544.68,180,0,34.1,-117.974,NGA-W2
838,125,7.28,34.86000061,34.86,0,-8.25,90,60,16.054619,0.26,7,370.08,180,0,34.887,-117.047,NGA-W2
839,125,7.28,154.2599945,154.26,0,-152.52,90,800,16.054619,4.7,7,267.13,180,0,33.965,-118.158,NGA-W2
840,125,7.28,144.1300049,144.13,0,-133.61,90,40,16.054619,0.26,7,550.11,180,0,34.286,-118.225,NGA-W2
841,125,7.28,89.69000244,89.69,0,-41.55,90,60,16.054619,0.26,7,291.03,180,0,35.002,-117.65,NGA-W2
842,125,7.28,137.4400024,137.44,0,-136.55,90,1060,16.054619,3.66,7,322.75,180,0,33.916,-117.896,NGA-W2
843,125,7.28,150.0899963,150.09,0,-148.42,90,880,16.054619,4.88,7,270.96,180,0,33.847,-118.018,NGA-W2
844,125,7.28,157.9400024,157.94,0,-149.61,90,840,16.054619,2.44,7,320.57,180,0,34.168,-118.331,NGA-W2
845,125,7.28,190.0500031,190.05,0,-176.15,90,960,16.054619,3.86,7,403.72,180,0,34.15,-118.696,NGA-W2
846,125,7.28,172.4499969,172.45,0,-152.2,90,960,16.054619,4.46,7,409.4,180,0,34.358,-118.571,NGA-W2
847,125,7.28,161.2299957,161.23,0,-160,90,980,16.054619,2.98,7,266.9,180,0,33.899,-118.196,NGA-W2
848,125,7.28,19.73999977,19.74,0,2.26,90,80,16.054619,0.28,7,352.98,180,0,34.851,-116.858,NGA-W2
849,125,7.28,128.0599976,128.06,0,-126.71,90,320,16.054619,2.5,7,324.79,180,0,34.087,-117.915,NGA-W2
850,125,7.28,21.78000069,21.78,0,-8.47,90,60,16.054619,0.32,7,359,180,0,33.962,-116.509,NGA-W2
851,125,7.28,157.4600067,157.46,0,-156.15,90,1300,16.054619,4.4,7,271.9,180,0,33.924,-118.167,NGA-W2
852,125,7.28,126.3300018,126.33,0,-123.76,90,100,16.054619,0.84,7,459.14,180,0,34.15,-117.939,NGA-W2
853,125,7.28,135.8800049,135.88,0,-133.49,90,460,16.054619,2.96,7,290.63,180,0,34.093,-118.019,NGA-W2
854,125,7.28,121.8000031,121.8,0,-119.75,90,800,16.054619,2.6,7,367.54,180,0,33.869,-117.709,NGA-W2
855,125,7.28,62.97999954,62.98,0,44.42,90,60,16.054619,0.24,7,367.43,180,0,35.268,-116.684,NGA-W2
856,125,7.28,146.8899994,146.89,0,-142.12,90,980,16.054619,3.58,7,270.54,180,0,33.719,-117.937,NGA-W2
857,125,7.28,148.0700073,148.07,0,-140.34,90,100,16.054619,0.44,7,371.07,180,0,34.2,-118.231,NGA-W2
858,125,7.28,122.6100006,122.61,0,-120.83,90,880,16.054619,1.18,7,362.31,180,0,34.137,-117.883,NGA-W2
859,125,7.28,136.2899933,136.29,0,-135.75,90,200,16.054619,2.62,7,337,180,0,33.99,-117.943,NGA-W2
860,125,7.28,68.66000366,68.66,0,-53.63,90,60,16.054619,0.28,7,328.09,180,0,33.729,-116.979,NGA-W2
861,125,7.28,156,156,0,-151.92,90,1260,16.054619,4.06,7,270.54,180,0,33.727,-118.044,NGA-W2
862,125,7.28,54.25,54.25,0,22.37,90,880,16.054619,1.88,7,339.02,180,0,33.717,-116.155,NGA-W2
863,125,7.28,167.2700043,167.27,0,-165.33,90,1100,16.054619,4.4,7,316.02,180,0,33.905,-118.279,NGA-W2
864,125,7.28,11.02999973,11.03,0,10.72,90,60,16.054619,0.32,7,379.32,180,0,34.13,-116.314,NGA-W2
865,125,7.28,164.3600006,164.36,0,-162.25,90,900,16.054619,6.2,7,301,180,0,33.929,-118.26,NGA-W2
866,125,7.28,157.6900024,157.69,0,-154.66,90,920,16.054619,6.82,7,283.14,180,0,34.004,-118.23,NGA-W2
867,125,7.28,153.0399933,153.04,0,-147.48,90,120,16.054619,1,7,329.06,180,0,34.115,-118.244,NGA-W2
868,125,7.28,148.6999969,148.7,0,-143.96,90,860,16.054619,1.36,7,364.91,180,0,34.111,-118.189,NGA-W2
869,125,7.28,159.1300049,159.13,0,-153.65,90,220,16.054619,2.06,7,315.06,180,0,34.082,-118.298,NGA-W2
870,125,7.28,151.6999969,151.7,0,-148.63,90,560,16.054619,4.16,7,349.43,180,0,34.037,-118.178,NGA-W2
871,125,7.28,161.5599976,161.56,0,-157.98,90,820,16.054619,6.02,7,285.28,180,0,34.005,-118.279,NGA-W2
872,125,7.28,160.9900055,160.99,0,-156.36,90,1520,16.054619,2.02,7,329.52,180,0,34.045,-118.298,NGA-W2
873,125,7.28,163.9600067,163.96,0,-160.81,90,900,16.054619,5.3,7,241.41,180,0,33.976,-118.289,NGA-W2
874,125,7.28,160.8500061,160.85,0,-159.93,90,1180,16.054619,3.68,7,344.72,180,0,33.881,-118.176,NGA-W2
875,125,7.28,148.4700012,148.47,0,-139.14,90,80,16.054619,0.38,7,411.55,180,0,34.238,-118.254,NGA-W2
876,125,7.28,143.1199951,143.12,0,-142.88,90,840,16.054619,3.14,7,338.27,180,0,33.921,-117.973,NGA-W2
877,125,7.28,132.0800018,132.08,0,-131.38,90,280,16.054619,2.4,7,339.52,180,0,34.026,-117.918,NGA-W2
878,125,7.28,157.4100037,157.41,0,-155.89,90,1080,16.054619,6.18,7,267.35,180,0,33.846,-118.099,NGA-W2
880,125,7.28,26.95999908,26.96,0,-0.61,90,60,16.054619,0.32,7,355.42,180,0,33.905,-116.419,NGA-W2
881,125,7.28,17.36000061,17.36,0,-14.18,90,60,16.054619,0.32,7,396.41,180,0,34.0486,-116.5782,NGA-W2
882,125,7.28,26.84000015,26.84,0,-11.89,90,60,16.054619,0.32,7,344.67,180,0,33.924,-116.543,NGA-W2
883,125,7.28,172.3200073,172.32,0,-159.45,90,1000,16.054619,4.6,7,280.86,180,0,34.209,-118.517,NGA-W2
884,125,7.28,36.15000153,36.15,0,-9.76,90,80,16.054619,0.28,7,312.47,180,0,33.829,-116.512,NGA-W2
885,125,7.28,117.5,117.5,0,-117.36,90,60,16.054619,0.3,7,384.44,180,0,34.056,-117.748,NGA-W2
886,125,7.28,94.48000336,94.48,0,-29.44,90,60,16.054619,0.3,7,442.7,180,0,33.324,-116.683,NGA-W2
887,125,7.28,96,96,0,-94.82,90,60,16.054619,0.24,7,389.95,180,0,33.951,-117.446,NGA-W2
888,125,7.28,79.76000214,79.76,0,-79.69,90,80,16.054619,0.46,7,296.97,180,0,34.065,-117.292,NGA-W2
889,125,7.28,141.9199982,141.92,0,-138.77,90,680,16.054619,2.08,7,401.37,180,0,34.091,-118.093,NGA-W2
890,125,7.28,150.1000061,150.1,0,-149.13,90,1100,16.054619,3.3,7,339.06,180,0,33.944,-118.087,NGA-W2
891,125,7.28,50.84999847,50.85,0,-40.94,90,40,16.054619,0.8,7,659.09,180,0,33.851,-116.852,NGA-W2
892,125,7.28,163.5399933,163.54,0,-151.94,90,900,16.054619,4.5,7,320.93,180,0,34.221,-118.421,NGA-W2
893,125,7.28,158.25,158.25,0,-147.11,90,840,16.054619,1.54,7,393.67,180,0,34.235,-118.366,NGA-W2
894,125,7.28,151.5299988,151.53,0,-140.25,90,60,16.054619,0.28,7,402.16,180,0,34.269,-118.303,NGA-W2
895,125,7.28,175.6499939,175.65,0,-164.23,90,820,16.054619,1.42,7,257.21,180,0,34.16,-118.534,NGA-W2
896,125,7.28,136.7200012,136.72,0,-131.62,90,900,16.054619,2.7,7,303.09,180,0,33.7278,-117.824,NGA-W2
897,125,7.28,41.43000031,41.43,0,37.99,90,40,16.054619,0.22,7,635.01,180,0,34.021,-116.009,NGA-W2
898,125,7.28,132.9400024,132.94,0,-130.23,90,880,16.054619,2.88,7,416.93,180,0,33.821,-117.818,NGA-W2
899,125,7.28,132.3200073,132.32,0,-130.96,90,660,16.054619,3.56,7,334.69,180,0,34.064,-117.952,NGA-W2
900,125,7.28,23.62000084,23.62,0,8.52,90,80,16.054619,0.28,7,353.63,180,0,34.904,-116.823,NGA-W2
901,126,6.46,7.309999943,8.3,3.93,-7.31,85,60,9.64273,0.26,13,430.36,-10,0,34.238,-116.935,NGA-W2
902,126,6.46,39.52000046,40.54,3.93,40.35,85,60,9.64273,0.32,13,359,-10,0,33.962,-116.509,NGA-W2
903,126,6.46,111.2699966,112.02,3.93,112.1,85,860,9.64273,1.86,13,370.6,-10,0,33.426,-116.078,NGA-W2
904,126,6.46,144.9199982,144.97,3.93,-123.05,85,60,9.64273,0.24,13,326.19,-10,0,34.662,-118.387,NGA-W2
905,126,6.46,78.80999756,78.91,3.93,-14.99,85,800,9.64273,2.6,13,367.54,-10,0,33.869,-117.709,NGA-W2
906,126,6.46,47.59999847,48.39,3.93,36.72,85,60,9.64273,0.28,13,328.09,-10,0,33.729,-116.979,NGA-W2
907,126,6.46,44.47999954,44.65,3.93,-42.51,85,60,9.64273,0.24,13,358.36,-10,0,34.405,-117.313,NGA-W2
908,126,6.46,80.98000336,81.84,3.93,81.39,85,880,9.64273,1.88,13,339.02,-10,0,33.717,-116.155,NGA-W2
909,126,6.46,77.33000183,78.21,3.93,78.1,85,860,9.64273,1.86,13,282.14,-10,0,33.715,-116.221,NGA-W2
910,126,6.46,40.99000168,41.87,3.93,35.24,85,60,9.64273,0.32,13,379.32,-10,0,34.13,-116.314,NGA-W2
911,126,6.46,140.2200012,140.28,3.93,-70.09,85,1020,9.64273,4.42,13,379,-10,0,34.04,-118.445,NGA-W2
912,126,6.46,114.9400024,115.01,3.93,-56.47,85,900,9.64273,3.1,13,365.22,-10,0,34.053,-118.171,NGA-W2
913,126,6.46,121.75,121.82,3.93,-61.05,85,140,9.64273,3.18,13,452.15,-10,0,34.059,-118.246,NGA-W2
914,126,6.46,117.3199997,117.38,3.93,-58.74,85,2180,9.64273,2.38,13,332.28,-10,0,34.062,-118.198,NGA-W2
915,126,6.46,82.12000275,82.98,3.93,82.96,85,780,9.64273,1.48,13,473.8,-10,0,33.628,-116.28,NGA-W2
916,126,6.46,104.0299988,104.81,3.93,104.24,85,960,9.64273,2.36,13,318,-10,0,33.564,-115.987,NGA-W2
917,126,6.46,67.73999786,67.85,3.93,-45.41,85,60,9.64273,0.26,13,444.74,-10,0,34.233,-117.661,NGA-W2
918,126,6.46,107.1800003,107.26,3.93,-4.09,85,980,9.64273,4.48,13,339.6,-10,0,33.634,-117.902,NGA-W2
919,126,6.46,125.5400009,126.23,3.93,125.56,85,800,9.64273,1.9,13,382.07,-10,0,33.421,-115.831,NGA-W2
920,126,6.46,113.5800018,114.31,3.93,113.64,85,900,9.64273,2.6,13,265.16,-10,0,33.504,-115.913,NGA-W2
921,126,6.46,51.50999832,52.48,3.93,52.34,85,80,9.64273,0.28,13,312.47,-10,0,33.829,-116.512,NGA-W2
922,126,6.46,95.86000061,95.94,3.93,-79.03,85,60,9.64273,0.24,13,624.01,-10,0,34.458,-117.909,NGA-W2
923,126,6.46,64.04000092,64.16,3.93,-59.12,85,60,9.64273,0.26,13,333.41,-10,0,34.467,-117.52,NGA-W2
924,126,6.46,95.08000183,95.86,3.93,89.38,85,60,9.64273,0.3,13,442.7,-10,0,33.324,-116.683,NGA-W2
925,126,6.46,59.74000168,59.87,3.93,-35.23,85,60,9.64273,0.28,13,509.1,-10,0,34.169,-117.579,NGA-W2
926,126,6.46,59.61999893,59.75,3.93,-29.07,85,60,9.64273,0.28,13,390.18,-10,0,34.104,-117.574,NGA-W2
927,126,6.46,52.95000076,53.1,3.93,-8.35,85,60,9.64273,0.24,13,389.95,-10,0,33.951,-117.446,NGA-W2
928,126,6.46,63.91999817,64.71,3.93,52.84,85,40,9.64273,0.2,13,564.11,-10,0,33.58,-116.931,NGA-W2
929,126,6.46,129.6100006,130.29,3.93,130.44,85,860,9.64273,1.76,13,324.5,-10,0,33.28,-115.984,NGA-W2
930,126,6.46,33.56000137,33.79,3.93,-13.74,85,80,9.64273,1.18,13,325.83,-10,0,34.103,-117.288,NGA-W2
931,126,6.46,34.97999954,35.2,3.93,-10.5,85,80,9.64273,0.46,13,296.97,-10,0,34.065,-117.292,NGA-W2
932,126,6.46,44,44.82,3.93,34.91,85,60,9.64273,0.34,13,330.74,-10,0,33.76,-116.96,NGA-W2
933,126,6.46,115.5699997,115.63,3.93,-25.03,85,760,9.64273,5.26,13,296.62,-10,0,33.757,-118.084,NGA-W2
934,126,6.46,34.43000031,35.41,3.93,32.35,85,40,9.64273,0.8,13,659.09,-10,0,33.851,-116.852,NGA-W2
935,126,6.46,37.04000092,38.07,3.93,37.87,85,60,9.64273,0.28,13,523.59,-10,0,33.888,-116.684,NGA-W2
936,126,6.46,147.6799927,147.73,3.93,-85.71,85,820,9.64273,1.42,13,257.21,-10,0,34.16,-118.534,NGA-W2
937,126,6.46,76.12999725,76.76,3.93,48.86,85,60,9.64273,0.22,13,416.15,-10,0,33.496,-117.149,NGA-W2
938,126,6.46,59.33000183,59.99,3.93,38.7,85,40,9.64273,0.2,13,537.95,-10,0,33.64,-117.094,NGA-W2
939,126,6.46,59.06999969,59.2,3.93,-46.57,85,60,9.64273,0.26,13,506,-10,0,34.314,-117.545,NGA-W2
